flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
648B JURONG WEST ST 61,Jurong Central Park,1.08,1,Pioneer Mall,0.38,4,Frontier Primary School,0.25,2,Jurong West Hawker Centre,0.33,2,Pioneer,0.63,2,Pioneer,0.63,6,4
351 CORPORATION DR,Japanese Garden,1.03,3,Taman Jurong Shopping Centre,0.46,3,Rulang Primary School,0.87,1,Taman Jurong Market and Food Centre,0.52,4,Lakeside,1.37,5,Corporation,0.75,10,5
485 JURONG WEST AVE 1,Chinese Garden,0.91,2,Boon Lay Shopping Centre,1.66,2,Rulang Primary School,0.99,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.59,6,Chinese Garden,0.91,5,Chinese Garden,0.91,8,3
941 JURONG WEST ST 91,Jurong Central Park,2.22,0,Pioneer Mall,0.97,2,Westwood Primary School,1.36,2,Jurong West Hawker Centre,1.0,1,Pioneer,1.57,1,Tawas,0.96,6,5
321 TAH CHING RD,Japanese Garden,0.55,3,Taman Jurong Shopping Centre,0.51,2,Rulang Primary School,1.24,1,Taman Jurong Market and Food Centre,0.43,5,Lakeside,0.84,5,Corporation,0.4,9,4
275A JURONG WEST ST 25,Jurong Central Park,1.7,1,Gek Poh Shopping Centre,0.64,4,Westwood Primary School,0.61,3,Jurong West Hawker Centre,1.34,3,Boon Lay,1.08,1,Gek Poh,0.57,5,4
723 JURONG WEST AVE 5,Jurong Central Park,1.29,1,Pioneer Mall,0.32,4,Westwood Primary School,0.4,2,Jurong West Hawker Centre,0.36,2,Pioneer,1.3,2,Gek Poh,0.48,6,4
765 JURONG WEST ST 74,Jurong Central Park,1.7,1,Gek Poh Shopping Centre,0.17,4,Westwood Primary School,0.4,2,Jurong West Hawker Centre,0.98,2,Boon Lay,1.37,2,Gek Poh,0.16,7,5
357 YUNG AN RD,Japanese Garden,0.91,3,Taman Jurong Shopping Centre,0.23,3,Rulang Primary School,1.14,1,Taman Jurong Market and Food Centre,0.25,5,Lakeside,1.16,5,Corporation,0.47,9,4
660C JURONG WEST ST 64,Jurong Central Park,0.49,1,Jurong Point,0.46,5,Frontier Primary School,0.45,3,Jurong West Hawker Centre,0.87,3,Pioneer,0.81,2,Enterprise,0.29,8,6
668A JURONG WEST ST 64,Jurong Central Park,0.7,1,Jurong Point,0.46,4,Westwood Primary School,0.65,3,Jurong West Hawker Centre,0.61,3,Boon Lay,1.01,2,Jurong West,0.3,7,5
623 JURONG WEST ST 61,Jurong Central Park,1.1,1,Pioneer Mall,0.19,4,Frontier Primary School,0.44,2,Jurong West Hawker Centre,0.14,2,Pioneer,0.84,2,Jurong West,0.84,6,4
814 JURONG WEST ST 81,Jurong Central Park,1.59,1,Gek Poh Shopping Centre,0.4,4,Westwood Primary School,0.55,2,Jurong West Hawker Centre,0.52,2,Pioneer,1.44,2,Gek Poh,0.47,7,5
366 CORPORATION DR,Japanese Garden,1.05,3,Taman Jurong Shopping Centre,0.35,3,Rulang Primary School,0.99,1,Taman Jurong Market and Food Centre,0.42,4,Lakeside,1.35,5,Corporation,0.67,10,5
275C JURONG WEST ST 25,Jurong Central Park,1.76,1,Gek Poh Shopping Centre,0.74,4,Westwood Primary School,0.7,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.42,3,Boon Lay,1.08,1,Gek Poh,0.67,5,4
683C JURONG WEST ST 64,Jurong Central Park,0.68,1,Jurong Point,0.43,5,Westwood Primary School,0.63,3,Jurong West Hawker Centre,0.84,3,Boon Lay,0.75,2,Jurong West,0.12,7,5
510 JURONG WEST ST 52,Japanese Garden,1.5,3,Boon Lay Shopping Centre,0.81,3,Rulang Primary School,0.21,1,Jurong West Street 52 Blk 505,0.18,4,Boon Lay,1.02,3,Hong Kah,0.27,7,4
610 JURONG WEST ST 65,Jurong Central Park,0.79,1,Pioneer Mall,0.55,4,Frontier Primary School,0.23,2,Jurong West Hawker Centre,0.5,2,Pioneer,0.72,2,Enterprise,0.52,6,4
653A JURONG WEST ST 61,Jurong Central Park,1.26,1,Pioneer Mall,0.53,3,Frontier Primary School,0.34,2,Jurong West Hawker Centre,0.49,1,Pioneer,0.47,2,Pioneer,0.47,6,4
987C JURONG WEST ST 93,Jurong Central Park,1.44,1,Pioneer Mall,0.61,3,Frontier Primary School,0.51,2,Jurong West Hawker Centre,0.57,1,Pioneer,0.51,1,Pioneer,0.51,5,4
275B JURONG WEST ST 25,Jurong Central Park,1.74,1,Gek Poh Shopping Centre,0.7,4,Westwood Primary School,0.67,3,Jurong West Hawker Centre,1.4,3,Boon Lay,1.09,1,Gek Poh,0.62,5,4
437 JURONG WEST AVE 1,Chinese Garden,1.42,2,Boon Lay Shopping Centre,1.41,2,Rulang Primary School,0.81,2,Jurong West Street 52 Blk 505,0.65,5,Chinese Garden,1.42,3,Hong Kah,0.64,6,3
667D JURONG WEST ST 65,Jurong Central Park,0.76,1,Jurong Point,0.53,4,Westwood Primary School,0.62,3,Jurong West Hawker Centre,0.54,2,Boon Lay,1.07,2,Jurong West,0.37,6,4
276D JURONG WEST ST 25,Jurong Central Park,1.74,1,Gek Poh Shopping Centre,0.91,4,Westwood Primary School,0.82,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.3,3,Boon Lay,0.97,1,Gek Poh,0.82,5,4
756 JURONG WEST ST 74,Jurong Central Park,1.48,1,Gek Poh Shopping Centre,0.34,4,Westwood Primary School,0.24,3,Jurong West Hawker Centre,0.97,3,Boon Lay,1.1,2,Gek Poh,0.23,7,5
637 JURONG WEST ST 61,Jurong Central Park,1.17,1,Pioneer Mall,0.08,4,Frontier Primary School,0.58,2,Jurong West Hawker Centre,0.07,2,Pioneer,0.98,2,Gek Poh,0.79,6,4
259 BOON LAY DR,Jurong Central Park,0.82,1,Boon Lay Shopping Centre,0.43,5,Westwood Primary School,0.92,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.46,4,Boon Lay,0.26,2,Boon Lay,0.26,7,5
661A JURONG WEST ST 64,Jurong Central Park,0.41,1,Jurong Point,0.48,5,Frontier Primary School,0.62,3,Jurong West Hawker Centre,1.06,3,Pioneer,0.91,2,Enterprise,0.3,7,5
272B JURONG WEST ST 24,Jurong Central Park,1.41,1,Gek Poh Shopping Centre,0.82,4,Westwood Primary School,0.61,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.06,3,Boon Lay,0.72,1,Gek Poh,0.71,6,5
346 KANG CHING RD,Japanese Garden,0.92,3,Taman Jurong Shopping Centre,0.6,3,Rulang Primary School,0.77,1,Taman Jurong Market and Food Centre,0.63,5,Lakeside,1.33,5,Corporation,0.8,9,4
692 JURONG WEST CTRL 1,Jurong Central Park,0.48,1,Jurong Point,0.27,5,Westwood Primary School,0.87,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.76,4,Boon Lay,0.67,2,Jurong West,0.13,7,5
652C JURONG WEST ST 61,Jurong Central Park,1.2,1,Pioneer Mall,0.56,3,Frontier Primary School,0.28,2,Jurong West Hawker Centre,0.51,2,Pioneer,0.43,2,Pioneer,0.43,6,4
631 JURONG WEST ST 65,Jurong Central Park,1.02,1,Pioneer Mall,0.36,4,Westwood Primary School,0.46,2,Jurong West Hawker Centre,0.36,2,Pioneer,1.18,2,Jurong West,0.6,6,4
674B JURONG WEST ST 65,Jurong Central Park,1.01,1,Gek Poh Shopping Centre,0.62,4,Westwood Primary School,0.28,3,Jurong West Hawker Centre,0.67,3,Boon Lay,0.95,2,Jurong West,0.47,7,5
514 JURONG WEST ST 52,Japanese Garden,1.32,3,Boon Lay Shopping Centre,0.86,3,Rulang Primary School,0.19,1,Jurong West Street 52 Blk 505,0.37,5,Boon Lay,1.09,4,Hong Kah,0.46,8,4
735 JURONG WEST ST 75,Jurong Central Park,1.16,1,Gek Poh Shopping Centre,0.48,4,Westwood Primary School,0.13,3,Jurong West Hawker Centre,0.68,3,Boon Lay,1.03,2,Gek Poh,0.39,7,5
683A JURONG WEST CTRL 1,Jurong Central Park,0.6,1,Jurong Point,0.36,5,Westwood Primary School,0.7,3,Jurong West Hawker Centre,0.84,3,Boon Lay,0.79,2,Jurong West,0.07,7,5
679B JURONG WEST CTRL 1,Jurong Central Park,0.67,1,Jurong Point,0.45,5,Westwood Primary School,0.71,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.76,3,Boon Lay,0.59,2,Jurong West,0.16,7,5
738 JURONG WEST ST 75,Jurong Central Park,1.21,1,Gek Poh Shopping Centre,0.42,4,Westwood Primary School,0.11,3,Jurong West Hawker Centre,0.65,2,Boon Lay,1.1,2,Gek Poh,0.35,6,4
607 JURONG WEST ST 65,Jurong Central Park,0.92,1,Pioneer Mall,0.49,4,Frontier Primary School,0.15,2,Jurong West Hawker Centre,0.44,2,Pioneer,0.63,2,Enterprise,0.56,6,4
640 JURONG WEST ST 61,Jurong Central Park,1.27,1,Pioneer Mall,0.18,4,Frontier Primary School,0.51,2,Jurong West Hawker Centre,0.15,2,Pioneer,0.82,2,Pioneer,0.82,6,4
365 CORPORATION DR,Japanese Garden,1.0,3,Taman Jurong Shopping Centre,0.32,3,Rulang Primary School,1.01,1,Taman Jurong Market and Food Centre,0.38,4,Lakeside,1.29,5,Corporation,0.62,10,5
163 YUNG PING RD,Japanese Garden,1.18,3,Taman Jurong Shopping Centre,0.56,1,Rulang Primary School,1.87,1,Taman Jurong Market and Food Centre,0.49,3,Lakeside,1.04,3,Corporation,0.4,7,4
262 BOON LAY DR,Jurong Central Park,0.74,1,Jurong Point,0.56,5,Westwood Primary School,0.8,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.61,4,Boon Lay,0.42,2,Jurong West,0.32,7,5
654C JURONG WEST ST 61,Jurong Central Park,1.21,1,Pioneer Mall,0.64,3,Frontier Primary School,0.28,2,Jurong West Hawker Centre,0.6,1,Pioneer,0.35,2,Pioneer,0.35,6,4
673C JURONG WEST ST 65,Jurong Central Park,1.04,1,Pioneer Mall,0.56,4,Westwood Primary School,0.29,3,Jurong West Hawker Centre,0.58,3,Boon Lay,1.04,2,Jurong West,0.52,7,5
410 JURONG WEST ST 42,Chinese Garden,1.45,2,Boon Lay Shopping Centre,1.75,1,Rulang Primary School,1.17,2,Jurong West Street 52 Blk 505,0.99,5,Jurong East,1.44,3,Hong Kah,0.96,5,2
409 JURONG WEST ST 42,Chinese Garden,1.55,2,Boon Lay Shopping Centre,1.67,1,Rulang Primary School,1.12,2,Jurong West Street 52 Blk 505,0.91,5,Jurong East,1.55,3,Hong Kah,0.87,5,2
759 JURONG WEST ST 74,Jurong Central Park,1.61,1,Gek Poh Shopping Centre,0.27,4,Westwood Primary School,0.34,2,Jurong West Hawker Centre,1.02,2,Boon Lay,1.24,2,Gek Poh,0.19,6,4
987A JURONG WEST ST 93,Jurong Central Park,1.5,1,Pioneer Mall,0.65,3,Frontier Primary School,0.58,2,Jurong West Hawker Centre,0.62,1,Pioneer,0.54,1,Pioneer,0.54,5,4
274A JURONG WEST AVE 3,Jurong Central Park,1.64,1,Gek Poh Shopping Centre,0.76,4,Westwood Primary School,0.66,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.29,3,Boon Lay,0.95,1,Gek Poh,0.67,5,4
658B JURONG WEST ST 65,Jurong Central Park,0.82,1,Pioneer Mall,0.69,4,Frontier Primary School,0.12,2,Jurong West Hawker Centre,0.65,2,Pioneer,0.55,2,Enterprise,0.36,6,4
652B JURONG WEST ST 61,Jurong Central Park,1.12,1,Pioneer Mall,0.56,4,Frontier Primary School,0.19,2,Jurong West Hawker Centre,0.51,2,Pioneer,0.44,2,Pioneer,0.44,6,4
656A JURONG WEST ST 61,Jurong Central Park,1.0,1,Pioneer Mall,0.74,4,Frontier Primary School,0.15,2,Jurong West Hawker Centre,0.69,2,Pioneer,0.36,2,Pioneer,0.36,7,5
645 JURONG WEST ST 61,Jurong Central Park,1.28,1,Pioneer Mall,0.3,4,Frontier Primary School,0.45,2,Jurong West Hawker Centre,0.27,2,Pioneer,0.71,2,Pioneer,0.71,6,4
151 YUNG HO RD,Japanese Garden,1.6,2,Taman Jurong Shopping Centre,0.9,1,Rulang Primary School,2.23,0,Taman Jurong Market and Food Centre,0.87,1,Lakeside,1.37,1,Tukang,0.78,5,4
678B JURONG WEST ST 64,Jurong Central Park,0.9,1,Jurong Point,0.65,4,Westwood Primary School,0.44,3,Jurong West Hawker Centre,0.84,3,Boon Lay,0.75,2,Jurong West,0.33,7,5
714 JURONG WEST ST 71,Jurong Central Park,1.37,1,Pioneer Mall,0.17,4,Westwood Primary School,0.62,2,Jurong West Hawker Centre,0.22,2,Pioneer,1.15,2,Gek Poh,0.66,6,4
669A JURONG WEST ST 64,Jurong Central Park,0.75,1,Jurong Point,0.5,4,Westwood Primary School,0.56,3,Jurong West Hawker Centre,0.66,3,Boon Lay,0.93,2,Jurong West,0.26,7,5
671C JURONG WEST ST 65,Jurong Central Park,0.96,1,Pioneer Mall,0.53,4,Westwood Primary School,0.38,3,Jurong West Hawker Centre,0.53,3,Boon Lay,1.05,2,Jurong West,0.47,6,4
671B JURONG WEST ST 65,Jurong Central Park,0.93,1,Pioneer Mall,0.58,4,Westwood Primary School,0.39,3,Jurong West Hawker Centre,0.58,3,Boon Lay,1.0,2,Jurong West,0.43,7,5
369 YUNG AN RD,Japanese Garden,1.06,3,Taman Jurong Shopping Centre,0.25,3,Rulang Primary School,1.09,1,Taman Jurong Market and Food Centre,0.33,4,Lakeside,1.31,5,Corporation,0.6,10,5
669C JURONG WEST ST 64,Jurong Central Park,0.82,1,Jurong Point,0.57,4,Westwood Primary School,0.48,3,Jurong West Hawker Centre,0.65,3,Boon Lay,0.93,2,Jurong West,0.31,7,5
629 JURONG WEST ST 65,Jurong Central Park,1.04,1,Pioneer Mall,0.29,4,Westwood Primary School,0.52,2,Jurong West Hawker Centre,0.29,2,Pioneer,1.11,2,Jurong West,0.65,6,4
608 JURONG WEST ST 65,Jurong Central Park,0.86,1,Pioneer Mall,0.52,4,Frontier Primary School,0.16,2,Jurong West Hawker Centre,0.48,2,Pioneer,0.65,2,Enterprise,0.53,6,4
28 JLN BAHAGIA,Toa Payoh Town Park,1.32,1,The Poiz,1.11,6,Pei Chun Public School,1.28,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.51,11,Riviera,0.58,13,Riviera,0.58,14,1
35 JLN BAHAGIA,Toa Payoh Town Park,1.15,1,HDB Hub,1.04,6,Pei Chun Public School,1.14,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.5,11,Riviera,0.67,12,Riviera,0.67,13,1
85 WHAMPOA DR,Toa Payoh Town Park,1.28,1,HDB Hub,1.26,7,Pei Chun Public School,1.55,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.15,13,Riviera,0.98,16,Riviera,0.98,16,0
27 JLN BAHAGIA,Toa Payoh Town Park,1.33,1,The Poiz,1.08,6,Pei Chun Public School,1.26,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.55,11,Riviera,0.55,13,Riviera,0.55,14,1
2 ST. GEORGE'S RD,Toa Payoh Town Park,1.63,2,The Poiz,1.14,5,Pei Chun Public School,1.59,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.53,12,Riviera,0.61,12,Riviera,0.61,13,1
86 WHAMPOA DR,Toa Payoh Town Park,1.21,1,HDB Hub,1.19,7,Pei Chun Public School,1.51,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.09,13,Riviera,1.01,14,Riviera,1.01,15,1
32 JLN BAHAGIA,Toa Payoh Town Park,1.23,1,HDB Hub,1.12,6,Pei Chun Public School,1.22,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.48,12,Riviera,0.64,12,Riviera,0.64,14,2
75 WHAMPOA DR,Toa Payoh Town Park,1.33,1,HDB Hub,1.25,6,Pei Chun Public School,1.4,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.38,12,Riviera,0.72,13,Riviera,0.72,14,1
44 BENDEMEER RD,Kallang Riverside Park,1.67,1,The Poiz,1.03,3,Pei Chun Public School,2.04,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.39,10,Kallang,0.69,12,Kallang,0.69,11,0
72 GEYLANG BAHRU,Kallang Riverside Park,1.62,1,The Poiz,1.21,2,Kong Hwa School,2.22,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.16,11,Kallang,0.16,10,Kallang,0.16,10,0
77 LOR LIMAU,Toa Payoh Town Park,0.98,1,HDB Hub,0.94,6,Pei Chun Public School,1.3,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.2,12,Riviera,1.02,11,Riviera,1.02,12,1
57 GEYLANG BAHRU,Kallang Riverside Park,1.81,1,The Poiz,0.92,3,Pei Chun Public School,2.12,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.25,10,Kallang,0.44,9,Kallang,0.44,10,1
76 LOR LIMAU,Toa Payoh Town Park,0.93,1,HDB Hub,0.91,6,Pei Chun Public School,1.31,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.18,12,Riviera,1.08,11,Riviera,1.08,12,1
98 WHAMPOA DR,Toa Payoh Town Park,1.21,1,Velocity@Novena Square,1.14,7,Pei Chun Public School,1.69,3,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.19,12,Farrer Park,1.05,11,Farrer Park,1.1,12,1
68 GEYLANG BAHRU,Kallang Riverside Park,1.64,1,The Poiz,1.11,3,Pei Chun Public School,2.3,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.06,11,Kallang,0.33,11,Kallang,0.33,11,0
2 JLN BATU,Kallang Riverside Park,1.79,1,Leisure Park Kallang,0.87,4,Kong Hwa School,1.0,1,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),0.08,7,Mountbatten,0.69,4,Katong Park,0.64,6,2
74 WHAMPOA DR,Toa Payoh Town Park,1.27,1,HDB Hub,1.19,6,Pei Chun Public School,1.36,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.35,12,Riviera,0.74,12,Riviera,0.74,14,2
63 KALLANG BAHRU,Kallang Riverside Park,1.52,1,The Poiz,1.18,3,Pei Chun Public School,2.27,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.19,10,Kallang,0.51,13,Kallang,0.51,12,0
6 JLN BATU,Kallang Riverside Park,1.87,1,Leisure Park Kallang,0.88,3,Kong Hwa School,1.18,1,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),0.13,4,Mountbatten,0.88,4,Katong Park,0.45,6,2
97 GEYLANG BAHRU,Kallang Riverside Park,1.84,1,The Poiz,0.93,2,Pei Chun Public School,2.2,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.25,12,Kallang,0.35,10,Kallang,0.35,10,0
801 FRENCH RD,Kallang Riverside Park,0.87,3,Aperia,0.55,18,Anglo-Chinese School (Junior),2.12,0,Berseh Food Centre,0.4,11,Lavender,0.1,18,Lavender,0.18,20,2
806 KING GEORGE'S AVE,Kallang Riverside Park,0.81,3,Aperia,0.41,17,Anglo-Chinese School (Junior),2.18,0,North Bridge Road Market,0.43,11,Lavender,0.17,18,Lavender,0.17,21,3
34 WHAMPOA WEST,Kallang Riverside Park,1.57,1,Aperia,1.11,4,Pei Chun Public School,2.01,0,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.15,11,Bendemeer,0.6,13,Boon Keng,0.57,13,0
8 ST. GEORGE'S LANE,Toa Payoh Town Park,1.54,1,The Poiz,1.18,6,Pei Chun Public School,1.54,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.53,11,Riviera,0.64,14,Riviera,0.64,14,0
64 KALLANG BAHRU,Kallang Riverside Park,1.45,1,Aperia,1.18,4,Pei Chun Public School,2.32,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.22,11,Kallang,0.53,13,Kallang,0.53,12,0
104 JLN DUSUN,Toa Payoh Town Park,0.48,2,Balestier Hill Shopping Centre,0.36,3,CHIJ Primary (Toa Payoh),0.54,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),1.07,10,Novena,0.76,5,Novena,0.76,7,2
120 MCNAIR RD,Toa Payoh Town Park,1.59,2,City Square Mall,0.9,8,Pei Chun Public School,1.92,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.44,13,Bendemeer,0.69,14,Bendemeer,0.73,14,0
15 ST. GEORGE'S RD,Toa Payoh Town Park,1.7,1,The Poiz,0.96,4,Pei Chun Public School,1.55,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.59,11,Riviera,0.44,14,Riviera,0.44,15,1
99 WHAMPOA DR,Toa Payoh Town Park,1.26,1,City Square Mall,1.08,8,Pei Chun Public School,1.77,3,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.28,11,Farrer Park,0.96,11,Farrer Park,1.0,12,1
53 KENT RD,Toa Payoh Town Park,1.62,1,City Square Mall,0.75,11,Anglo-Chinese School (Junior),1.42,1,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.21,10,Farrer Road,0.5,13,Farrer Park,0.5,15,2
16 JLN TENTERAM,Toa Payoh Town Park,1.32,1,The Poiz,0.91,5,Pei Chun Public School,1.06,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.76,13,Riviera,0.43,11,Riviera,0.43,12,1
59B GEYLANG BAHRU,Kallang Riverside Park,1.65,1,The Poiz,1.05,3,Pei Chun Public School,2.15,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.24,10,Kallang,0.54,12,Kallang,0.54,11,0
26 BENDEMEER RD,Kallang Riverside Park,1.36,1,Aperia,0.88,4,Pei Chun Public School,2.21,0,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.1,12,Bendemeer,0.36,13,Boon Keng,0.36,13,0
684 RACE COURSE RD,Kallang Riverside Park,1.52,1,City Square Mall,0.32,10,Anglo-Chinese School (Junior),1.77,1,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.74,12,Farrer Park,0.37,17,Serangoon,0.41,18,1
15 FARRER PK RD,Dhoby Ghaut Green,1.53,4,Tekka Centre,0.51,20,Anglo-Chinese School (Junior),1.14,1,Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),0.55,10,Farrer Road,0.12,17,Farrer Park,0.12,19,2
109 MCNAIR RD,Toa Payoh Town Park,1.6,2,City Square Mall,1.15,7,Pei Chun Public School,1.75,1,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.47,12,Bendemeer,0.74,14,Bendemeer,0.77,14,0
11 JLN BATU,Kallang Riverside Park,1.7,1,Leisure Park Kallang,0.72,2,Kong Hwa School,1.21,1,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),0.17,5,Mountbatten,0.78,5,Katong Park,0.59,7,2
54 GEYLANG BAHRU,Kallang Riverside Park,1.84,1,The Poiz,0.85,3,Pei Chun Public School,1.99,1,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.36,10,Kallang,0.59,9,Kallang,0.59,10,1
13 FARRER PK RD,Dhoby Ghaut Green,1.58,4,Tekka Centre,0.56,18,Anglo-Chinese School (Junior),1.12,1,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.52,10,Farrer Road,0.06,17,Farrer Park,0.06,19,2
22 ST. GEORGE'S RD,Toa Payoh Town Park,1.72,1,The Poiz,0.86,4,Pei Chun Public School,1.5,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.67,11,Riviera,0.35,13,Riviera,0.35,14,1
97 WHAMPOA DR,Toa Payoh Town Park,1.29,1,City Square Mall,1.11,7,Pei Chun Public School,1.71,3,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.19,13,Bendemeer,1.0,12,Bendemeer,1.03,13,1
10 JLN BATU,Kallang Riverside Park,1.72,1,Leisure Park Kallang,0.75,2,Kong Hwa School,1.16,1,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),0.12,5,Mountbatten,0.76,4,Katong Park,0.59,6,2
6 BOON KENG RD,Kallang Riverside Park,1.37,1,City Square Mall,0.8,8,Pei Chun Public School,2.26,0,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.33,11,Bendemeer,0.22,13,Bendemeer,0.25,13,0
5 BOON KENG RD,Kallang Riverside Park,0.76,1,Aperia,0.95,4,Kong Hwa School,1.77,1,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),0.28,12,Boon Keng,0.2,12,Geylang Bahru,0.88,13,1
2B UPP BOON KENG RD,Kallang Riverside Park,0.79,1,Aperia,0.88,4,Kong Hwa School,1.89,1,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),0.16,12,Boon Keng,0.08,14,Geylang Bahru,0.79,14,0
49 JLN BAHAGIA,Toa Payoh Town Park,0.99,1,HDB Hub,0.87,5,Pei Chun Public School,1.01,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.53,11,Riviera,0.79,11,Riviera,0.79,12,1
38 JLN BAHAGIA,Toa Payoh Town Park,1.04,1,HDB Hub,0.93,5,Pei Chun Public School,1.1,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.46,11,Riviera,0.79,12,Riviera,0.79,13,1
103 JLN RAJAH,Toa Payoh Town Park,0.65,1,HDB Hub,0.61,5,Pei Chun Public School,1.08,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.46,10,Riviera,1.19,10,Riviera,1.19,11,1
816 JELLICOE RD,Kallang Riverside Park,0.79,4,Aperia,0.52,18,Anglo-Chinese School (Junior),2.21,0,North Bridge Road Market,0.32,11,Lavender,0.0,18,Lavender,0.1,20,2
64 MARINE DR,East Coast Park,2.27,0,Parkway Parade,0.48,3,Kong Hwa School,2.55,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.35,3,Meridian,0.93,2,Marine Parade,0.27,5,3
4 MARINE TER,East Coast Park,1.3,1,i12 Katong,1.41,3,Maha Bodhi School,3.17,0,Marine Terrace Blk 50A (50A Marine Terrace),0.23,4,Meridian,0.96,2,Marine Terrace,0.29,4,2
65 MARINE DR,East Coast Park,2.21,0,Parkway Parade,0.56,3,Kong Hwa School,2.52,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.4,5,Meridian,0.78,3,Marine Parade,0.29,6,3
66 MARINE DR,East Coast Park,2.2,0,i12 Katong,0.54,3,Kong Hwa School,2.5,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.42,5,Meridian,0.72,3,Marine Parade,0.31,6,3
