flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
610 CLEMENTI WEST ST 1,Clementi Woods Park,0.54,1,West Coast Plaza,0.32,4,Fairfield Methodist School (Primary),1.91,1,Clementi West Street 2 Blk 726,0.51,5,Kent Ridge,0.88,1,Kent Ridge,0.88,1,0
205 CLEMENTI AVE 6,West Coast Park,0.91,1,The Clementi Mall,0.72,4,Pei Hwa Presbyterian Primary School,2.42,0,Clementi Ave 3 Blk 448,0.89,5,Clementi,0.63,1,Clementi,0.63,4,3
348 CLEMENTI AVE 5,West Coast Park,1.76,2,Grantral Mall,0.7,4,Fairfield Methodist School (Primary),2.42,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.27,5,Clementi,0.84,1,Clementi,0.84,3,2
412 C'WEALTH AVE WEST,Clementi Woods Park,1.27,2,321 Clementi,0.64,4,Fairfield Methodist School (Primary),2.0,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.38,6,Clementi,1.44,2,Clementi,1.44,3,1
410 C'WEALTH AVE WEST,Clementi Woods Park,1.31,2,321 Clementi,0.53,4,Fairfield Methodist School (Primary),2.13,0,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.35,5,Clementi,1.36,2,Clementi,1.36,4,2
724 CLEMENTI WEST ST 2,Clementi Woods Park,0.63,2,West Coast Plaza,0.31,4,Fairfield Methodist School (Primary),2.48,0,Clementi West Street 2 Blk 726,0.1,5,Kent Ridge,1.26,1,Kent Ridge,1.26,2,1
460 CLEMENTI AVE 3,Clementi Woods Park,1.25,2,321 Clementi,0.24,4,Fairfield Methodist School (Primary),2.37,0,Clementi Ave 3 Blk 448,0.36,5,Clementi,1.37,2,Clementi,1.37,3,1
414 C'WEALTH AVE WEST,Clementi Woods Park,1.38,2,321 Clementi,0.74,6,Fairfield Methodist School (Primary),1.96,1,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.32,6,Clementi,1.4,2,Clementi,1.4,4,2
459 CLEMENTI AVE 3,Clementi Woods Park,1.28,2,321 Clementi,0.24,4,Fairfield Methodist School (Primary),2.37,0,Clementi Ave 3 Blk 448,0.35,5,Clementi,1.35,2,Clementi,1.35,3,1
52 CIRCUIT RD,Kallang Riverside Park,2.68,0,Paya Lebar Square,0.99,2,Kong Hwa School,1.5,2,Circuit Road Blk 89,0.08,11,Mattar,0.38,11,Mattar,0.38,9,0
51 CIRCUIT RD,Kallang Riverside Park,2.7,0,Paya Lebar Square,1.01,2,Kong Hwa School,1.53,2,Circuit Road Blk 89,0.12,11,Mattar,0.36,11,Mattar,0.36,10,0
85 CIRCUIT RD,Kallang Riverside Park,2.58,0,Paya Lebar Square,0.87,2,Kong Hwa School,1.32,2,Circuit Road Blk 89,0.09,11,Mattar,0.54,10,Mattar,0.54,10,0
24 BALAM RD,Kallang Riverside Park,3.32,0,Paya Lebar Square,1.38,2,Maha Bodhi School,1.55,1,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.26,7,Mattar,0.6,8,Mattar,0.6,8,0
48 CIRCUIT RD,Kallang Riverside Park,2.79,0,Paya Lebar Square,1.06,2,Kong Hwa School,1.62,2,Circuit Road Blk 79/79A,0.13,11,Mattar,0.31,11,Mattar,0.31,10,0
65 CIRCUIT RD,Kallang Riverside Park,3.06,0,Paya Lebar Square,1.12,2,Maha Bodhi School,1.57,2,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.05,7,Mattar,0.44,10,Mattar,0.44,10,0
31 BALAM RD,Kallang Riverside Park,3.13,0,Paya Lebar Square,1.44,2,Maha Bodhi School,1.77,1,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.28,8,Mattar,0.39,8,Mattar,0.39,8,0
93 JLN DUA,Kallang Riverside Park,2.1,0,Paya Lebar Square,1.27,5,Kong Hwa School,0.29,1,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),0.15,11,Dakota,0.22,4,Dakota,0.14,6,2
344 UBI AVE 1,Bedok Town Park,2.67,0,Singpost Centre,0.98,2,Maha Bodhi School,0.29,1,Eunos Crescent Blk 4A,0.83,9,Ubi,0.5,6,Ubi,0.5,6,0
330 UBI AVE 1,Bedok Town Park,2.22,0,Singpost Centre,1.31,2,Maha Bodhi School,0.38,1,Eunos Crescent Blk 4A,0.68,6,Eunos,0.83,6,Eunos,0.83,6,0
313 UBI AVE 1,Bedok Town Park,2.14,0,Singpost Centre,1.5,2,Maha Bodhi School,0.3,1,Eunos Crescent Blk 4A,0.97,5,Kaki Bukit,0.64,5,Kaki Bukit,0.64,5,0
54 PIPIT RD,Kallang Riverside Park,2.82,0,Paya Lebar Square,0.79,2,Kong Hwa School,1.42,2,Circuit Road Blk 89,0.24,11,Mattar,0.59,10,Mattar,0.59,11,1
34 EUNOS CRES,Bedok Town Park,2.8,0,Singpost Centre,0.71,4,Maha Bodhi School,0.83,2,Eunos Crescent Blk 4A,0.37,9,Eunos,0.21,6,Eunos,0.21,7,1
29 BALAM RD,Kallang Riverside Park,3.27,0,Paya Lebar Square,1.38,2,Maha Bodhi School,1.59,1,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),0.24,8,Mattar,0.55,8,Mattar,0.55,8,0
5 HAIG RD,Kallang Riverside Park,3.2,0,Singpost Centre,0.73,5,Kong Hwa School,0.93,2,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),0.3,12,Dakota,0.91,6,Tanjong Katong,0.5,8,2
126 GEYLANG EAST AVE 1,Kallang Riverside Park,2.38,0,Paya Lebar Square,0.62,2,Kong Hwa School,0.74,2,Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre),0.34,14,Dakota,0.91,9,Dakota,0.9,9,0
58 DAKOTA CRES,Kallang Riverside Park,2.34,0,Paya Lebar Square,1.32,7,Kong Hwa School,0.42,1,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),0.41,10,Dakota,0.25,4,Dakota,0.28,6,2
22 EUNOS CRES,Bedok Town Park,2.49,0,Singpost Centre,1.02,2,Maha Bodhi School,0.42,1,Eunos Crescent Blk 4A,0.55,9,Eunos,0.6,6,Eunos,0.6,7,1
55 PIPIT RD,Kallang Riverside Park,2.88,0,Paya Lebar Square,0.72,2,Kong Hwa School,1.41,2,Circuit Road Blk 89,0.33,10,Mattar,0.67,10,Mattar,0.67,11,1
123 PAYA LEBAR WAY,Kallang Riverside Park,2.39,0,Paya Lebar Square,1.13,2,Kong Hwa School,1.42,1,Circuit Road Blk 89,0.26,11,Mattar,0.46,9,Mattar,0.46,8,0
334 UBI AVE 1,Bedok Town Park,2.32,0,Singpost Centre,1.22,2,Maha Bodhi School,0.3,1,Eunos Crescent Blk 4A,0.68,8,Eunos,0.79,6,Eunos,0.79,6,0
56 CASSIA CRES,Kallang Riverside Park,1.69,1,Leisure Park Kallang,1.18,4,Kong Hwa School,0.58,1,Kallang Estate Fresh Market and Food Centre,0.33,12,Mountbatten,0.32,7,Mountbatten,0.32,9,2
333 UBI AVE 1,Bedok Town Park,2.32,0,Singpost Centre,1.24,2,Maha Bodhi School,0.27,1,Eunos Crescent Blk 4A,0.72,9,Eunos,0.82,5,Eunos,0.82,5,0
23 HAIG RD,Kallang Riverside Park,3.1,0,Singpost Centre,0.61,5,Kong Hwa School,0.84,2,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),0.18,13,Dakota,0.85,6,Tanjong Katong,0.57,8,2
32 EUNOS CRES,Bedok Town Park,2.81,0,Singpost Centre,0.73,4,Maha Bodhi School,0.9,2,Eunos Crescent Blk 4A,0.32,8,Eunos,0.12,6,Eunos,0.12,7,1
842 SIMS AVE,Bedok Town Park,2.94,0,Singpost Centre,0.76,5,Maha Bodhi School,1.16,2,Eunos Crescent Blk 4A,0.4,8,Eunos,0.16,6,Eunos,0.16,8,2
2 HOUGANG AVE 3,Punggol Park,1.65,2,Hougang 1,0.81,5,Holy Innocents’ Primary School,0.43,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.92,3,Aljunied,1.02,2,Aljunied,1.02,3,1
620 HOUGANG AVE 8,Japanese Cemetery Park,0.94,2,Hougang Green Shopping Mall,1.1,7,Xinmin Primary School,0.17,2,Ci Yuan Hawker Centre,0.59,4,Hougang,0.79,5,Hougang,0.79,5,0
679 HOUGANG AVE 8,Japanese Cemetery Park,1.1,2,Hougang Green Shopping Mall,0.93,6,Xinmin Primary School,0.19,2,Ci Yuan Hawker Centre,0.48,3,Hougang,0.75,7,Hougang,0.75,8,1
677 HOUGANG AVE 8,Japanese Cemetery Park,1.04,2,Hougang Green Shopping Mall,0.99,6,Xinmin Primary School,0.14,2,Ci Yuan Hawker Centre,0.5,3,Hougang,0.74,5,Hougang,0.74,6,1
642 HOUGANG AVE 8,Japanese Cemetery Park,0.78,2,Hougang Green Shopping Mall,1.22,7,Xinmin Primary School,0.35,2,Ci Yuan Hawker Centre,0.53,5,Hougang,0.45,3,Hougang,0.45,4,1
703 HOUGANG AVE 2,Japanese Cemetery Park,1.39,2,Heartland Mall,0.82,6,Holy Innocents’ Primary School,0.54,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.81,4,Aljunied,1.2,3,Aljunied,1.2,5,2
327 HOUGANG AVE 5,Punggol Park,1.04,1,Hougang Mall,0.52,5,Holy Innocents’ Primary School,0.26,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.51,4,Aljunied,1.67,5,Defu,1.07,5,0
210 HOUGANG ST 21,Japanese Cemetery Park,1.26,1,Heartland Mall,0.16,5,Holy Innocents’ Primary School,1.18,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.08,3,Aljunied,0.62,4,Aljunied,0.62,5,1
309 HOUGANG AVE 5,Punggol Park,1.28,1,Hougang Mall,0.71,5,Holy Innocents’ Primary School,0.14,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.29,4,Aljunied,1.42,2,Defu,1.07,3,1
125 HOUGANG AVE 1,Japanese Cemetery Park,1.78,1,Hougang 1,0.6,4,Holy Innocents’ Primary School,1.82,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.43,2,Aljunied,0.42,5,Aljunied,0.42,5,0
248 HOUGANG AVE 3,Japanese Cemetery Park,1.86,1,Hougang 1,0.43,4,Holy Innocents’ Primary School,0.85,2,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.67,2,Aljunied,0.62,3,Aljunied,0.62,4,1
108 HOUGANG AVE 1,Japanese Cemetery Park,2.02,0,Hougang 1,0.43,4,Holy Innocents’ Primary School,1.63,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.12,2,Aljunied,0.22,5,Aljunied,0.22,6,1
352 HOUGANG AVE 7,Punggol Park,0.7,1,Hougang Mall,0.59,5,Holy Innocents’ Primary School,0.8,2,Buangkok Hawker Centre,1.36,2,Buangkok,1.14,6,Defu,1.11,7,1
980C BUANGKOK CRES,Japanese Cemetery Park,1.69,2,Buangkok Square,0.48,6,Xinmin Primary School,0.98,4,Ci Yuan Hawker Centre,0.56,3,Hougang,0.51,7,Hougang,0.51,8,1
704 HOUGANG AVE 2,Japanese Cemetery Park,1.38,2,Heartland Mall,0.76,5,Holy Innocents’ Primary School,0.57,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.75,4,Aljunied,1.14,4,Aljunied,1.14,6,2
254 HOUGANG AVE 3,Japanese Cemetery Park,1.7,2,Hougang 1,0.44,4,Holy Innocents’ Primary School,0.79,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.62,3,Aljunied,0.66,3,Aljunied,0.66,4,1
341 HOUGANG AVE 7,Punggol Park,0.85,1,Hougang Mall,0.58,6,Holy Innocents’ Primary School,0.63,2,Buangkok Hawker Centre,1.49,3,Buangkok,1.32,4,Defu,1.0,5,1
531 HOUGANG AVE 6,Punggol Park,0.7,2,Hougang Green Shopping Mall,0.48,7,Xinmin Primary School,0.94,2,Buangkok Hawker Centre,0.77,3,Compassvale,1.09,8,Compassvale,1.2,8,0
523 HOUGANG AVE 6,Punggol Park,0.76,2,Hougang Mall,0.37,7,Holy Innocents’ Primary School,0.84,2,Ci Yuan Hawker Centre,0.88,3,Hougang,1.27,7,Hougang,1.27,8,1
509 HOUGANG AVE 10,Punggol Park,1.09,2,Hougang Mall,0.62,6,Xinmin Primary School,0.58,2,Ci Yuan Hawker Centre,0.68,3,Hougang,1.04,6,Hougang,1.04,7,1
165 HOUGANG AVE 1,Japanese Cemetery Park,2.07,0,Hougang 1,0.74,4,Holy Innocents’ Primary School,1.97,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.47,2,Aljunied,0.52,5,Aljunied,0.52,5,0
515 HOUGANG AVE 10,Punggol Park,1.0,2,Hougang Mall,0.53,6,Xinmin Primary School,0.67,2,Ci Yuan Hawker Centre,0.75,3,Hougang,1.13,8,Hougang,1.13,10,2
525 HOUGANG AVE 6,Punggol Park,0.63,2,Hougang Mall,0.37,7,Holy Innocents’ Primary School,0.92,2,Buangkok Hawker Centre,0.84,3,Compassvale,1.18,8,Ranggung,1.23,9,1
373 HOUGANG ST 31,Japanese Cemetery Park,1.52,2,Hougang 1,0.67,5,Holy Innocents’ Primary School,0.63,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.63,3,Aljunied,0.89,4,Aljunied,0.89,6,2
134 LOR AH SOO,Japanese Cemetery Park,1.96,1,Hougang 1,0.78,4,Yangzheng Primary School,2.0,0,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.55,3,Paya Lebar,0.49,6,Paya Lebar,0.49,6,0
980A BUANGKOK CRES,Japanese Cemetery Park,1.62,2,Buangkok Square,0.54,6,Xinmin Primary School,0.95,4,Ci Yuan Hawker Centre,0.54,3,Hougang,0.44,7,Hougang,0.44,9,2
674 HOUGANG AVE 8,Japanese Cemetery Park,1.14,2,Hougang Green Shopping Mall,0.87,6,Xinmin Primary School,0.19,2,Ci Yuan Hawker Centre,0.41,3,Hougang,0.7,6,Hougang,0.7,7,1
550 HOUGANG ST 51,Punggol Park,0.62,2,Hougang Green Shopping Mall,0.34,6,Xinmin Primary School,1.13,3,Buangkok Hawker Centre,0.5,2,Compassvale,0.82,10,Compassvale,0.93,10,0
549 HOUGANG ST 51,Punggol Park,0.56,2,Hougang Green Shopping Mall,0.4,6,Xinmin Primary School,1.18,3,Buangkok Hawker Centre,0.49,2,Compassvale,0.82,10,Compassvale,0.91,10,0
435 HOUGANG AVE 8,Punggol Park,0.3,2,Hougang Mall,0.56,6,Holy Innocents’ Primary School,1.17,3,Buangkok Hawker Centre,0.55,2,Ranggung,0.84,9,Ranggung,0.84,10,1
414 HOUGANG AVE 10,Punggol Park,0.31,1,Hougang Mall,0.36,6,Holy Innocents’ Primary School,0.91,2,Buangkok Hawker Centre,0.92,2,Ranggung,1.04,9,Ranggung,1.04,10,1
629 HOUGANG AVE 8,Japanese Cemetery Park,0.7,2,Heartland Mall,1.23,8,Xinmin Primary School,0.26,2,Ci Yuan Hawker Centre,0.64,5,Hougang,0.67,3,Hougang,0.67,5,2
546 HOUGANG ST 51,Punggol Park,0.51,2,Hougang Green Shopping Mall,0.44,6,Xinmin Primary School,1.28,3,Buangkok Hawker Centre,0.39,2,Compassvale,0.73,11,Compassvale,0.82,11,0
921 HOUGANG ST 91,Punggol Park,1.36,2,Hougang Green Shopping Mall,0.53,6,Xinmin Primary School,0.56,2,Ci Yuan Hawker Centre,0.16,4,Hougang,0.52,7,Hougang,0.52,8,1
981B BUANGKOK CRES,Japanese Cemetery Park,1.71,2,Buangkok Square,0.46,6,Xinmin Primary School,1.06,4,Ci Yuan Hawker Centre,0.65,3,Hougang,0.53,9,Hougang,0.53,11,2
913 HOUGANG ST 91,Punggol Park,1.36,2,Hougang Green Shopping Mall,0.45,7,Xinmin Primary School,0.75,4,Ci Yuan Hawker Centre,0.31,3,Hougang,0.57,7,Hougang,0.57,8,1
324 HOUGANG AVE 5,Punggol Park,1.14,1,Hougang Mall,0.68,5,Holy Innocents’ Primary School,0.37,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.58,4,Buangkok,1.67,4,Defu,0.89,5,1
936 HOUGANG ST 92,Japanese Cemetery Park,1.07,2,Hougang Green Shopping Mall,1.03,8,Xinmin Primary School,0.5,2,Ci Yuan Hawker Centre,0.36,6,Hougang,0.13,6,Hougang,0.13,8,2
172 HOUGANG AVE 1,Japanese Cemetery Park,2.15,0,Hougang 1,0.67,4,Holy Innocents’ Primary School,1.88,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.37,2,Aljunied,0.45,5,Aljunied,0.45,5,0
450 HOUGANG AVE 10,Punggol Park,0.16,2,Sengkang Grand Mall,0.54,7,Holy Innocents’ Primary School,1.36,3,Buangkok Hawker Centre,0.51,2,Ranggung,0.59,11,Ranggung,0.59,12,1
567 HOUGANG ST 51,Punggol Park,0.81,2,Hougang Green Shopping Mall,0.16,6,Xinmin Primary School,1.02,3,Buangkok Hawker Centre,0.57,3,Compassvale,0.82,9,Renjong,0.93,9,0
167 HOUGANG AVE 1,Japanese Cemetery Park,1.97,1,Hougang 1,0.56,4,Holy Innocents’ Primary School,1.79,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.29,2,Aljunied,0.34,5,Aljunied,0.34,5,0
669 HOUGANG AVE 8,Japanese Cemetery Park,1.19,2,Hougang Green Shopping Mall,0.78,6,Xinmin Primary School,0.25,2,Ci Yuan Hawker Centre,0.26,3,Hougang,0.58,5,Hougang,0.58,6,1
526 HOUGANG AVE 6,Punggol Park,0.73,2,Hougang Mall,0.42,7,Xinmin Primary School,0.9,2,Ci Yuan Hawker Centre,0.85,3,Compassvale,1.23,7,Hougang,1.24,8,1
917 HOUGANG AVE 9,Japanese Cemetery Park,1.29,2,Hougang Green Shopping Mall,0.68,6,Xinmin Primary School,0.4,2,Ci Yuan Hawker Centre,0.07,4,Hougang,0.45,6,Hougang,0.45,7,1
436 HOUGANG AVE 8,Punggol Park,0.27,2,Hougang Mall,0.52,6,Holy Innocents’ Primary School,1.14,3,Buangkok Hawker Centre,0.59,2,Ranggung,0.86,9,Ranggung,0.86,10,1
576 HOUGANG AVE 4,Punggol Park,1.08,2,Hougang Green Shopping Mall,0.18,7,Xinmin Primary School,0.86,3,Ci Yuan Hawker Centre,0.51,3,Hougang,0.84,8,Hougang,0.84,9,1
527 HOUGANG AVE 6,Punggol Park,0.71,2,Hougang Mall,0.43,7,Xinmin Primary School,0.92,2,Ci Yuan Hawker Centre,0.85,3,Compassvale,1.19,8,Hougang,1.25,9,1
971 HOUGANG ST 91,Japanese Cemetery Park,1.46,2,Buangkok Square,0.71,6,Xinmin Primary School,0.84,2,Ci Yuan Hawker Centre,0.48,3,Hougang,0.28,6,Hougang,0.28,8,2
502 HOUGANG AVE 8,Punggol Park,1.17,2,Hougang Green Shopping Mall,0.73,6,Xinmin Primary School,0.45,2,Ci Yuan Hawker Centre,0.52,3,Hougang,0.89,5,Hougang,0.89,6,1
958 HOUGANG ST 91,Japanese Cemetery Park,1.29,2,Buangkok Square,0.87,7,Xinmin Primary School,0.69,3,Ci Yuan Hawker Centre,0.38,3,Hougang,0.11,6,Hougang,0.11,8,2
158 HOUGANG ST 11,Japanese Cemetery Park,1.56,1,Upper Serangoon Shopping Centre,0.27,4,Yangzheng Primary School,1.36,1,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.03,4,Paya Lebar,0.42,6,Paya Lebar,0.42,7,1
966 HOUGANG AVE 9,Japanese Cemetery Park,1.43,2,Buangkok Square,0.77,6,Xinmin Primary School,0.91,2,Ci Yuan Hawker Centre,0.6,3,Hougang,0.3,6,Hougang,0.3,8,2
941 HOUGANG ST 92,Japanese Cemetery Park,0.94,2,Hougang Green Shopping Mall,1.16,7,Xinmin Primary School,0.5,2,Ci Yuan Hawker Centre,0.47,5,Hougang,0.24,5,Hougang,0.24,6,1
699 HOUGANG ST 52,Punggol Park,0.81,2,Hougang Green Shopping Mall,0.4,7,Xinmin Primary School,0.84,2,Ci Yuan Hawker Centre,0.69,3,Hougang,1.08,8,Hougang,1.08,8,0
832 HOUGANG CTRL,Punggol Park,1.06,2,Hougang Mall,0.49,6,Holy Innocents’ Primary School,0.63,2,Ci Yuan Hawker Centre,0.93,4,Hougang,1.28,5,Hougang,1.28,7,2
220 HOUGANG ST 21,Japanese Cemetery Park,1.25,1,Heartland Mall,0.3,4,Holy Innocents’ Primary School,1.54,3,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.29,2,Aljunied,0.61,4,Aljunied,0.61,5,1
951 HOUGANG AVE 9,Japanese Cemetery Park,1.16,1,Buangkok Square,1.03,8,Xinmin Primary School,0.73,2,Ci Yuan Hawker Centre,0.53,5,Hougang,0.14,6,Hougang,0.14,7,1
639 HOUGANG AVE 8,Japanese Cemetery Park,0.65,2,Hougang Green Shopping Mall,1.32,8,Xinmin Primary School,0.38,2,Ci Yuan Hawker Centre,0.65,5,Hougang,0.58,2,Hougang,0.58,4,2
135 LOR AH SOO,Japanese Cemetery Park,2.04,0,Hougang 1,0.83,4,Yangzheng Primary School,2.03,0,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.58,3,Paya Lebar,0.49,6,Paya Lebar,0.49,6,0
940 HOUGANG ST 92,Japanese Cemetery Park,0.95,2,Hougang Green Shopping Mall,1.11,7,Xinmin Primary School,0.43,2,Ci Yuan Hawker Centre,0.42,5,Hougang,0.25,6,Hougang,0.25,6,0
972 HOUGANG ST 91,Japanese Cemetery Park,1.45,2,Buangkok Square,0.72,6,Xinmin Primary School,0.86,2,Ci Yuan Hawker Centre,0.5,3,Hougang,0.28,6,Hougang,0.28,8,2
233 HOUGANG ST 21,Japanese Cemetery Park,1.48,1,Hougang 1,0.24,5,Holy Innocents’ Primary School,1.22,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.27,2,Aljunied,0.39,3,Aljunied,0.39,6,3
231 HOUGANG ST 21,Japanese Cemetery Park,1.45,1,Hougang 1,0.27,5,Holy Innocents’ Primary School,1.19,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),0.24,3,Aljunied,0.43,3,Aljunied,0.43,6,3
533 HOUGANG AVE 6,Punggol Park,0.53,1,Hougang Mall,0.42,7,Holy Innocents’ Primary School,1.01,2,Buangkok Hawker Centre,0.73,3,Compassvale,1.07,8,Ranggung,1.1,9,1
416 PANDAN GDNS,West Coast Park,0.85,1,Jem,1.47,4,Keming Primary School,2.79,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.6,4,Clementi,2.16,0,Pandan Reservoir,0.39,4,4
43 TEBAN GDNS RD,West Coast Park,1.52,1,Jem,1.36,3,Keming Primary School,3.08,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.11,1,Lakeside,1.88,2,Pandan Reservoir,0.84,5,3
36 TEBAN GDNS RD,West Coast Park,1.4,1,Jem,1.47,3,Keming Primary School,3.14,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.1,1,Lakeside,2.03,0,Pandan Reservoir,0.71,3,3
308 JURONG EAST ST 32,Chinese Garden,0.59,2,West Mall,1.65,4,Princess Elizabeth Primary School,0.72,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.4,4,Jurong East,0.37,5,Jurong East,0.37,10,5
115 JURONG EAST ST 13,Chinese Garden,0.41,2,Westgate,1.02,5,Princess Elizabeth Primary School,1.19,1,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.48,4,Dover,0.24,5,Dover,0.24,9,4
225A JURONG EAST ST 21,Chinese Garden,0.45,2,Westgate,1.1,5,Princess Elizabeth Primary School,0.9,1,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.18,4,Jurong East,0.29,5,Jurong East,0.29,9,4
313 JURONG EAST ST 32,Chinese Garden,0.55,2,Westgate,1.78,4,Princess Elizabeth Primary School,0.85,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.28,5,Jurong East,0.4,5,Jurong East,0.4,10,5
341 JURONG EAST AVE 1,Chinese Garden,0.79,2,Taman Jurong Shopping Centre,1.99,2,Princess Elizabeth Primary School,1.05,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.43,5,Jurong East,0.71,5,Jurong East,0.71,8,3
351 JURONG EAST ST 31,Chinese Garden,0.36,2,Taman Jurong Shopping Centre,1.59,3,Princess Elizabeth Primary School,1.21,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.1,5,Chinese Garden,0.36,5,Chinese Garden,0.36,9,4
44 TEBAN GDNS RD,West Coast Park,1.55,1,Jem,1.4,3,Keming Primary School,3.13,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.14,1,Lakeside,1.88,1,Pandan Reservoir,0.86,4,3
41 TEBAN GDNS RD,West Coast Park,1.64,1,Jem,1.32,3,Princess Elizabeth Primary School,3.05,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.23,1,Lakeside,1.76,2,Pandan Reservoir,0.97,5,3
231 JURONG EAST ST 21,Chinese Garden,0.61,2,Westgate,0.93,4,Princess Elizabeth Primary School,0.94,1,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.26,4,Dover,0.33,5,Dover,0.33,9,4
218 JURONG EAST ST 21,Chinese Garden,0.61,2,Westgate,0.87,4,Princess Elizabeth Primary School,1.03,1,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.34,4,Dover,0.24,5,Dover,0.24,9,4
251 JURONG EAST ST 24,Chinese Garden,0.78,2,Westgate,1.05,4,Princess Elizabeth Primary School,0.68,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.21,3,Jurong East,0.54,5,Jurong East,0.54,9,4
25 TEBAN GDNS RD,Japanese Garden,2.0,0,Jem,1.28,3,Princess Elizabeth Primary School,2.91,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.62,1,Lakeside,1.43,2,Jurong Town Hall,1.01,5,3
113 JURONG EAST ST 13,Chinese Garden,0.44,2,Westgate,1.02,4,Princess Elizabeth Primary School,1.32,1,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.61,4,Dover,0.26,5,Dover,0.26,9,4
339 JURONG EAST AVE 1,Chinese Garden,0.82,2,West Mall,1.96,1,Princess Elizabeth Primary School,1.02,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.47,5,Jurong East,0.72,5,Jurong East,0.72,9,4
275 TOH GUAN RD,Chinese Garden,1.7,1,IMM,0.69,4,Keming Primary School,0.99,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1.16,3,Bukit Batok,0.56,4,Bukit Batok,0.56,7,3
65 TEBAN GDNS RD,West Coast Park,1.84,1,Jem,1.33,3,Princess Elizabeth Primary School,3.01,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.43,1,Lakeside,1.62,2,Jurong Town Hall,1.11,5,3
