town,flat,flat_model,lease_commence_date,resale_price
KALLANG/WHAMPOA,17 BEACH RD,Improved,1975,600000
KALLANG/WHAMPOA,466 CRAWFORD LANE,Improved,1982,600000
KALLANG/WHAMPOA,121 MCNAIR RD,Model A,1987,650000
KALLANG/WHAMPOA,58 GEYLANG BAHRU,Improved,2000,798000
KALLANG/WHAMPOA,108B MCNAIR RD,Improved,2004,905000
KALLANG/WHAMPOA,807 KING GEORGE'S AVE,Improved,1981,840000
KALLANG/WHAMPOA,107 JLN RAJAH,Model A,1984,595000
KALLANG/WHAMPOA,63 JLN MA'MOR,Terrace,1972,860000
KALLANG/WHAMPOA,46 JLN BAHAGIA,Terrace,1972,1068000
MARINE PARADE,58 MARINE TER,Improved,1975,357500
MARINE PARADE,6 MARINE TER,Improved,1975,450000
MARINE PARADE,20 MARINE TER,Improved,1975,590000
MARINE PARADE,2 MARINE TER,Standard,1975,845000
MARINE PARADE,43 MARINE CRES,Standard,1975,843888
MARINE PARADE,12 MARINE TER,Standard,1975,851000
PASIR RIS,4 CHANGI VILLAGE RD,Improved,1980,338000
PASIR RIS,102 PASIR RIS ST 12,Model A,1988,548000
PASIR RIS,126 PASIR RIS ST 11,Model A,1989,528000
PASIR RIS,440 PASIR RIS DR 4,Model A,1989,580000
PASIR RIS,216 PASIR RIS ST 21,Model A,1993,530000
PASIR RIS,749 PASIR RIS ST 71,Model A,1996,525000
PASIR RIS,230 PASIR RIS ST 21,Model A,1993,515000
PASIR RIS,773 PASIR RIS ST 71,Model A,1996,560000
PASIR RIS,196 PASIR RIS ST 12,Improved,1993,640000
PASIR RIS,423 PASIR RIS DR 6,Improved,1989,545000
PASIR RIS,626 PASIR RIS DR 3,Model A,1995,525000
PASIR RIS,213 PASIR RIS ST 21,Model A,1993,570000
PASIR RIS,704 PASIR RIS DR 10,Model A,1996,575000
PASIR RIS,627 PASIR RIS DR 3,Model A,1995,540000
PASIR RIS,521 PASIR RIS ST 52,Model A,1993,560000
PASIR RIS,703 PASIR RIS DR 10,Model A,1996,405000
PASIR RIS,468 PASIR RIS DR 6,Model A,1989,538888
PASIR RIS,753 PASIR RIS ST 71,Model A,1996,580000
PASIR RIS,750 PASIR RIS ST 71,Model A,1996,538888
PASIR RIS,564 PASIR RIS ST 51,Improved,1992,578000
PASIR RIS,562 PASIR RIS ST 51,Improved,1993,630000
PASIR RIS,766 PASIR RIS ST 71,Model A,1996,525000
PASIR RIS,771 PASIR RIS ST 71,Model A,1996,548000
PASIR RIS,517 PASIR RIS ST 52,Model A,1993,580000
PASIR RIS,459 PASIR RIS DR 4,Apartment,1992,800000
PASIR RIS,238 PASIR RIS ST 21,Apartment,1993,780000
PASIR RIS,511 PASIR RIS ST 52,Model A,1993,688000
PASIR RIS,132 PASIR RIS ST 11,Apartment,1994,680000
PASIR RIS,101 PASIR RIS ST 12,Maisonette,1988,861888
PASIR RIS,454 PASIR RIS DR 6,Maisonette,1989,878000
PASIR RIS,781 PASIR RIS ST 71,Apartment,1996,795000
PASIR RIS,547 PASIR RIS ST 51,Maisonette,1992,870000
PASIR RIS,506 PASIR RIS ST 52,Apartment,1993,765000
PASIR RIS,532 PASIR RIS DR 1,Apartment,1992,803000
PASIR RIS,533 PASIR RIS DR 1,Apartment,1992,835000
PASIR RIS,606 ELIAS RD,Apartment,1995,850000
PASIR RIS,601 ELIAS RD,Apartment,1995,1000000
PASIR RIS,607 ELIAS RD,Apartment,1995,815000
PASIR RIS,602 ELIAS RD,Apartment,1995,818000
PUNGGOL,132 EDGEDALE PLAINS,Premium Apartment,2003,548000
PUNGGOL,111 EDGEFIELD PLAINS,Premium Apartment,2003,485000
PUNGGOL,202A PUNGGOL FIELD,Improved,2004,588000
PUNGGOL,201D PUNGGOL FIELD,Model A,2004,510000
PUNGGOL,303B PUNGGOL CTRL,Premium Apartment,2010,605000
PUNGGOL,102C PUNGGOL FIELD,Improved,2002,548000
PUNGGOL,106D PUNGGOL FIELD,Improved,2003,600000
PUNGGOL,296 PUNGGOL CTRL,Premium Apartment,2003,556888
PUNGGOL,175D PUNGGOL FIELD,Improved,2003,600000
PUNGGOL,197B PUNGGOL FIELD,Improved,2003,585000
PUNGGOL,173D PUNGGOL FIELD,Improved,2003,600000
PUNGGOL,110B PUNGGOL FIELD,Improved,2003,620000
PUNGGOL,651 PUNGGOL CTRL,Premium Apartment,2005,622000
PUNGGOL,648 PUNGGOL CTRL,Premium Apartment,2005,525000
PUNGGOL,114 EDGEFIELD PLAINS,Premium Apartment,2003,668000
QUEENSTOWN,87 C'WEALTH CL,Standard,1967,308000
QUEENSTOWN,37 TANGLIN HALT RD,Standard,1971,330000
QUEENSTOWN,56 C'WEALTH DR,Standard,1970,287000
QUEENSTOWN,91 C'WEALTH DR,Standard,1967,250000
QUEENSTOWN,29 TANGLIN HALT RD,Standard,1970,317000
QUEENSTOWN,28 TANGLIN HALT RD,Standard,1970,325000
QUEENSTOWN,86 C'WEALTH CL,Standard,1967,261000
QUEENSTOWN,1 DOVER RD,Improved,1975,335000
QUEENSTOWN,2 HOLLAND AVE,Improved,1974,488888
QUEENSTOWN,23 DOVER CRES,Improved,1976,485000
QUEENSTOWN,10 HOLLAND AVE,Improved,1975,575000
QUEENSTOWN,53 STIRLING RD,Terrace,1968,775000
QUEENSTOWN,21 HOLLAND DR,Standard,1975,918000
SEMBAWANG,486 ADMIRALTY LINK,Model A,2004,485000
SEMBAWANG,508A WELLINGTON CIRCLE,Model A,2004,450000
SEMBAWANG,467A ADMIRALTY DR,Premium Apartment,2001,460000
SEMBAWANG,323 SEMBAWANG CL,Improved,1999,595000
SEMBAWANG,466B SEMBAWANG DR,Premium Apartment,2006,500000
SEMBAWANG,334 SEMBAWANG CL,Model A,1999,480000
SEMBAWANG,507C WELLINGTON CIRCLE,Model A,2001,452000
SEMBAWANG,304 CANBERRA RD,Apartment,1998,640000
SEMBAWANG,356A ADMIRALTY DR,Premium Apartment,2001,525000
SEMBAWANG,468B ADMIRALTY DR,Premium Apartment,2001,678888
SEMBAWANG,352A CANBERRA RD,Improved,2001,600000
SEMBAWANG,357 ADMIRALTY DR,Premium Apartment,2001,680000
SEMBAWANG,503A CANBERRA LINK,Apartment,2001,740000
SEMBAWANG,351D CANBERRA RD,Apartment,2001,695000
SENGKANG,140 RIVERVALE ST,Model A2,1999,510000
SENGKANG,113 RIVERVALE WALK,Model A,1998,515000
SENGKANG,207D COMPASSVALE LANE,Model A,2005,483000
SENGKANG,249 COMPASSVALE RD,Model A2,2000,498000
SENGKANG,324B SENGKANG EAST WAY,Improved,2003,580000
SENGKANG,298D COMPASSVALE ST,Premium Apartment,2001,743000
SENGKANG,112 RIVERVALE WALK,Improved,1998,638000
SENGKANG,108 RIVERVALE WALK,Model A,1999,523000
SENGKANG,259A COMPASSVALE RD,Improved,2001,645000
SENGKANG,196 RIVERVALE DR,Model A,2001,485000
SENGKANG,318B ANCHORVALE LINK,Premium Apartment,2003,580000
SENGKANG,290C COMPASSVALE CRES,Model A,2001,453000
SENGKANG,245 COMPASSVALE RD,Improved,2000,563000
SENGKANG,117C RIVERVALE DR,Improved,2000,608000
SENGKANG,132 RIVERVALE ST,Model A,1999,495000
SENGKANG,115 RIVERVALE WALK,Model A,1998,525888
SENGKANG,117A RIVERVALE DR,Apartment,2000,708888
SENGKANG,313C ANCHORVALE RD,Premium Apartment,2003,490000
SENGKANG,308A ANCHORVALE RD,Improved,2002,558888
SENGKANG,155 RIVERVALE CRES,Improved,2005,518000
SENGKANG,227B COMPASSVALE DR,Improved,2000,600000
SENGKANG,201A COMPASSVALE DR,Model A,2001,478000
SENGKANG,248 COMPASSVALE RD,Improved,2000,622000
SENGKANG,239 COMPASSVALE WALK,Model A,1999,556000
SENGKANG,228C COMPASSVALE WALK,Improved,2000,580000
SENGKANG,133 RIVERVALE ST,Improved,1999,579888
SENGKANG,189B RIVERVALE DR,Apartment,2000,655000
SENGKANG,135 RIVERVALE ST,Apartment,1998,700000
SENGKANG,202A COMPASSVALE DR,Apartment,2001,740000
SENGKANG,138 RIVERVALE ST,Apartment,1999,650000
SENGKANG,302C ANCHORVALE LINK,Apartment,2001,728000
SENGKANG,119A RIVERVALE DR,Premium Apartment,2001,480888
SENGKANG,262B COMPASSVALE ST,Apartment,2001,736888
SERANGOON,305 SERANGOON AVE 2,Improved,1985,420000
SERANGOON,230 SERANGOON AVE 4,New Generation,1985,585000
SERANGOON,263 SERANGOON CTRL DR,Simplified,1988,395000
SERANGOON,528 SERANGOON NTH AVE 4,Improved,1992,608000
SERANGOON,307 SERANGOON AVE 2,New Generation,1985,595000
SERANGOON,324 SERANGOON AVE 3,Model A,1986,710000
SERANGOON,234 SERANGOON AVE 3,Simplified,1985,540000
SERANGOON,501 SERANGOON NTH AVE 4,Improved,1992,725000
SERANGOON,534 SERANGOON NTH AVE 4,Model A,1992,548888
SERANGOON,551 SERANGOON NTH AVE 3,Model A,1997,561000
SERANGOON,527 SERANGOON NTH AVE 4,Apartment,1992,858000
SERANGOON,506 SERANGOON NTH AVE 4,Apartment,1992,765000
SERANGOON,525 SERANGOON NTH AVE 4,Maisonette,1992,885000
TAMPINES,211 TAMPINES ST 23,New Generation,1985,435000
TAMPINES,201E TAMPINES ST 23,New Generation,1987,438000
TAMPINES,465 TAMPINES ST 44,Model A,1987,410000
TAMPINES,877 TAMPINES ST 84,Model A,1988,393000
TAMPINES,845 TAMPINES ST 83,Model A,1987,445888
TAMPINES,881 TAMPINES ST 84,Model A,1988,515000
TAMPINES,438 TAMPINES ST 43,Model A,1985,550000
TAMPINES,226 TAMPINES ST 23,Model A,1985,372000
TAMPINES,852 TAMPINES ST 82,Model A,1985,555000
TAMPINES,410 TAMPINES ST 41,Improved,1985,408000
TAMPINES,157 TAMPINES ST 12,New Generation,1985,565000
TAMPINES,209 TAMPINES ST 21,Model A,1982,426000
TAMPINES,218 TAMPINES ST 24,Model A,1985,585000
TAMPINES,878 TAMPINES AVE 8,Model A,1988,432000
TAMPINES,839 TAMPINES ST 83,Model A,1985,570000
TAMPINES,287 TAMPINES ST 22,Model A,1984,398000
TAMPINES,145 TAMPINES ST 12,Model A,1984,440000
TAMPINES,468 TAMPINES ST 44,Simplified,1987,343000
TAMPINES,266 TAMPINES ST 21,Model A,1984,538000
TAMPINES,451 TAMPINES ST 42,Improved,1987,685000
TAMPINES,857B TAMPINES ST 83,Model A,1987,566000
TAMPINES,367A TAMPINES ST 34,Improved,1997,630000
TAMPINES,418 TAMPINES ST 41,Model A,1985,415000
TAMPINES,367 TAMPINES ST 34,Improved,1997,660000
TAMPINES,346 TAMPINES ST 33,Model A,1996,485000
TAMPINES,880A TAMPINES AVE 8,Improved,1988,645000
TAMPINES,323 TAMPINES ST 33,Improved,1995,745000
TAMPINES,362 TAMPINES ST 34,Model A,1996,480000
TAMPINES,370 TAMPINES ST 34,Model A,1997,500000
TAMPINES,860B TAMPINES AVE 5,Model A,1987,460000
TAMPINES,322 TAMPINES ST 33,Model A,1995,548000
TAMPINES,886A TAMPINES ST 83,Model A,1988,535000
TAMPINES,233 TAMPINES ST 21,Improved,1985,650000
TAMPINES,863A TAMPINES ST 83,Model A,1988,530000
TAMPINES,358 TAMPINES ST 33,Model A,1996,534000
TAMPINES,467 TAMPINES ST 44,Model A,1987,543000
TAMPINES,422 TAMPINES ST 41,Simplified,1985,416000
TAMPINES,713 TAMPINES ST 71,Improved,1997,650000
TAMPINES,921 TAMPINES ST 91,Model A,1984,575000
TAMPINES,222 TAMPINES ST 24,Model A,1985,410000
TAMPINES,706 TAMPINES ST 71,Improved,1997,700000
TAMPINES,498A TAMPINES ST 45,Premium Apartment,1997,660000
TAMPINES,703 TAMPINES ST 71,Model A,1997,615000
TAMPINES,450C TAMPINES ST 42,Improved,1996,690000
TAMPINES,485A TAMPINES AVE 9,Improved,1993,630000
TAMPINES,251 TAMPINES ST 21,Model A,1985,439800
TAMPINES,491A TAMPINES AVE 9,Improved,1993,640000
TAMPINES,470 TAMPINES ST 44,Simplified,1986,458000
TAMPINES,860A TAMPINES AVE 5,Model A,1987,450000
TAMPINES,162 TAMPINES ST 12,Model A,1984,595000
TAMPINES,714 TAMPINES ST 71,Improved,1997,650000
TAMPINES,318 TAMPINES ST 33,Model A,1995,580000
TAMPINES,734 TAMPINES ST 71,Improved,1997,725000
TAMPINES,491H TAMPINES ST 45,Improved,1993,670000
TAMPINES,383 TAMPINES ST 32,Improved,1993,760000
TAMPINES,256 TAMPINES ST 21,Improved,1984,628000
TAMPINES,357 TAMPINES ST 33,Model A,1996,580000
TAMPINES,864 TAMPINES ST 83,Improved,1988,628000
TAMPINES,742 TAMPINES ST 72,Improved,1997,680000
TAMPINES,403 TAMPINES ST 41,Improved,1985,399000
TAMPINES,431 TAMPINES ST 41,Apartment,1986,800000
TAMPINES,113 SIMEI ST 1,Improved,1988,633000
TAMPINES,740 TAMPINES ST 72,Apartment,1997,845000
TAMPINES,313 TAMPINES ST 33,Apartment,1993,690000
TAMPINES,474 TAMPINES ST 43,Apartment,1993,839000
TAMPINES,125 TAMPINES ST 11,Maisonette,1985,866000
TAMPINES,874A TAMPINES ST 84,Maisonette,1989,839000
TAMPINES,244 SIMEI ST 5,Improved,1997,761000
TAMPINES,889 TAMPINES ST 81,Apartment,1989,800000
TAMPINES,856B TAMPINES ST 82,Apartment,1995,970000
TOA PAYOH,55 LOR 5 TOA PAYOH,Standard,1967,265000
TOA PAYOH,163 LOR 1 TOA PAYOH,Improved,1972,372000
TOA PAYOH,128 LOR 1 TOA PAYOH,Improved,1970,355000
TOA PAYOH,109 LOR 1 TOA PAYOH,Improved,1970,380000
TOA PAYOH,123 LOR 1 TOA PAYOH,Improved,1970,328000
TOA PAYOH,100 LOR 1 TOA PAYOH,Improved,1970,358000
TOA PAYOH,117 LOR 1 TOA PAYOH,Improved,1968,305000
TOA PAYOH,115 POTONG PASIR AVE 1,New Generation,1984,370000
TOA PAYOH,208 TOA PAYOH NTH,Improved,1973,530000
TOA PAYOH,139 POTONG PASIR AVE 3,Model A,1984,670000
TOA PAYOH,120 POTONG PASIR AVE 1,New Generation,1984,555000
TOA PAYOH,13 JOO SENG RD,Model A,1984,480000
TOA PAYOH,137 POTONG PASIR AVE 3,Model A,1984,668000
TOA PAYOH,154 LOR 2 TOA PAYOH,Improved,2001,1200000
TOA PAYOH,80B LOR 4 TOA PAYOH,Model A,1997,670000
TOA PAYOH,121 LOR 2 TOA PAYOH,Model A,2002,935000
TOA PAYOH,257 KIM KEAT AVE,Maisonette,1988,1050000
TOA PAYOH,126 POTONG PASIR AVE 1,Maisonette,1984,1000000
WOODLANDS,131 MARSILING RISE,Improved,1985,310000
WOODLANDS,103 WOODLANDS ST 13,New Generation,1985,430000
WOODLANDS,166 WOODLANDS ST 13,New Generation,1986,370000
WOODLANDS,201 MARSILING DR,New Generation,1980,410000
WOODLANDS,26 MARSILING DR,New Generation,1977,368000
WOODLANDS,773 WOODLANDS DR 60,Model A2,1997,470000
WOODLANDS,163 WOODLANDS ST 13,New Generation,1985,335000
WOODLANDS,605 WOODLANDS DR 42,Model A2,1997,465000
WOODLANDS,653 WOODLANDS RING RD,Improved,1998,570000
WOODLANDS,625A WOODLANDS DR 52,Model A,1998,460000
WOODLANDS,616 WOODLANDS AVE 4,Improved,1998,562000
WOODLANDS,713 WOODLANDS DR 70,Improved,1996,588000
WOODLANDS,898B WOODLANDS DR 50,Improved,1997,560000
WOODLANDS,749 WOODLANDS CIRCLE,Improved,1998,525000
WOODLANDS,415 WOODLANDS ST 41,Model A,1996,458000
WOODLANDS,891B WOODLANDS DR 50,Model A,1996,538000
WOODLANDS,421 WOODLANDS ST 41,Model A,1996,480000
WOODLANDS,894D WOODLANDS DR 50,Model A,1996,512000
WOODLANDS,874 WOODLANDS ST 82,Model A,1996,460000
WOODLANDS,622 WOODLANDS DR 52,Model A,1998,493000
WOODLANDS,786C WOODLANDS DR 60,Improved,1997,588000
WOODLANDS,795 WOODLANDS DR 72,Improved,1998,610000
WOODLANDS,732 WOODLANDS CIRCLE,Model A,1997,480000
WOODLANDS,633 WOODLANDS RING RD,Model A,1999,460000
WOODLANDS,746 WOODLANDS CIRCLE,Improved,1998,565000
WOODLANDS,426 WOODLANDS ST 41,Improved,1997,585000
WOODLANDS,535 WOODLANDS DR 14,Premium Apartment,1999,541888
WOODLANDS,348 WOODLANDS AVE 3,Simplified,1988,458000
WOODLANDS,503 WOODLANDS DR 14,Improved,1998,608000
WOODLANDS,861 WOODLANDS ST 83,Improved,1996,530000
WOODLANDS,690A WOODLANDS DR 75,Premium Apartment,2004,528000
WOODLANDS,688D WOODLANDS DR 75,Premium Apartment,2004,498000
WOODLANDS,688C WOODLANDS DR 75,Premium Apartment,2004,540000
WOODLANDS,849 WOODLANDS ST 82,Apartment,1995,1015000
WOODLANDS,804 WOODLANDS ST 81,Maisonette,1988,750000
WOODLANDS,867 WOODLANDS ST 83,Apartment,1996,790000
WOODLANDS,893A WOODLANDS DR 50,Maisonette,1996,755000
WOODLANDS,358 WOODLANDS AVE 5,Apartment,1996,760000
WOODLANDS,134 MARSILING RD,Apartment,1995,885000
WOODLANDS,339 WOODLANDS AVE 1,New Generation,1995,427000
WOODLANDS,403 WOODLANDS ST 41,Apartment,1995,910000
WOODLANDS,808 WOODLANDS ST 81,Apartment,1994,955000
YISHUN,110 YISHUN RING RD,Simplified,1986,360000
YISHUN,264 YISHUN ST 22,Model A,1986,480000
YISHUN,719 YISHUN ST 71,Simplified,1987,365000
YISHUN,115 YISHUN RING RD,Model A,1983,460000
YISHUN,304 YISHUN CTRL,Model A,1988,480000
YISHUN,288 YISHUN AVE 6,Simplified,1987,420000
YISHUN,635 YISHUN ST 61,Simplified,1987,478000
YISHUN,312 YISHUN RING RD,Simplified,1987,430000
YISHUN,404 YISHUN AVE 6,Model A,1988,480000
YISHUN,259 YISHUN ST 22,Simplified,1986,410000
YISHUN,156 YISHUN ST 11,New Generation,1985,420000
YISHUN,224 YISHUN ST 21,Model A,1985,585000
YISHUN,273 YISHUN ST 22,Model A,1986,360000
YISHUN,121 YISHUN ST 11,New Generation,1984,380000
YISHUN,311 YISHUN RING RD,Simplified,1987,430000
YISHUN,231 YISHUN ST 21,Improved,1985,568000
YISHUN,327 YISHUN RING RD,Model A,1988,440000
YISHUN,752 YISHUN ST 72,New Generation,1984,520000
YISHUN,350 YISHUN AVE 11,Model A,1988,470000
YISHUN,330 YISHUN RING RD,Improved,1995,590000
YISHUN,854 YISHUN RING RD,Improved,1988,640000
YISHUN,366 YISHUN RING RD,Model A,1988,450000
YISHUN,930 YISHUN CTRL 1,Model A,1993,600000
YISHUN,219 YISHUN ST 21,New Generation,1985,369000
YISHUN,832 YISHUN ST 81,Improved,1988,685000
YISHUN,764 YISHUN ST 72,Simplified,1985,460000
YISHUN,858 YISHUN AVE 4,Model A,1988,498000
YISHUN,411 YISHUN RING RD,Model A,1993,488688
YISHUN,754 YISHUN ST 72,Simplified,1985,423000
YISHUN,627 YISHUN ST 61,Model A,1988,557000
YISHUN,788 YISHUN AVE 2,Model A,1987,485000
YISHUN,149 YISHUN ST 11,Improved,1985,600000
YISHUN,115A YISHUN RING RD,Improved,2001,520000
YISHUN,322 YISHUN CTRL,Improved,1988,580000
YISHUN,830 YISHUN ST 81,Model A,1988,393000
YISHUN,817 YISHUN ST 81,Model A,1987,518000
YISHUN,790 YISHUN AVE 2,Simplified,1987,452000
YISHUN,872 YISHUN ST 81,Improved,1988,675000
YISHUN,859 YISHUN AVE 4,Improved,1988,550000
YISHUN,406 YISHUN AVE 6,Apartment,1988,730000
YISHUN,359 YISHUN RING RD,Maisonette,1988,600000
YISHUN,805 YISHUN RING RD,Improved,1987,675000
YISHUN,650 YISHUN AVE 4,Apartment,1992,630000
ANG MO KIO,174 ANG MO KIO AVE 4,Improved,1986,345000
ANG MO KIO,226B ANG MO KIO AVE 1,Improved,1994,242000
ANG MO KIO,150 ANG MO KIO AVE 5,New Generation,1981,350000
ANG MO KIO,225 ANG MO KIO AVE 1,New Generation,1978,370000
ANG MO KIO,512 ANG MO KIO AVE 8,New Generation,1980,380000
ANG MO KIO,624 ANG MO KIO AVE 4,New Generation,1980,463888
ANG MO KIO,220 ANG MO KIO AVE 1,New Generation,1977,372000
ANG MO KIO,621 ANG MO KIO AVE 9,New Generation,1980,486000
ANG MO KIO,584 ANG MO KIO AVE 3,New Generation,1979,413888
ANG MO KIO,629 ANG MO KIO AVE 4,New Generation,1981,480000
ANG MO KIO,343 ANG MO KIO AVE 3,New Generation,1978,378000
ANG MO KIO,440 ANG MO KIO AVE 10,New Generation,1979,380000
ANG MO KIO,428 ANG MO KIO AVE 3,New Generation,1978,545000
ANG MO KIO,411 ANG MO KIO AVE 10,New Generation,1979,490000
ANG MO KIO,413 ANG MO KIO AVE 10,New Generation,1979,498000
ANG MO KIO,511 ANG MO KIO AVE 8,New Generation,1980,478888
ANG MO KIO,424 ANG MO KIO AVE 3,New Generation,1979,439000
ANG MO KIO,642 ANG MO KIO AVE 5,New Generation,1980,525000
ANG MO KIO,309A ANG MO KIO ST 31,Model A,2006,750000
ANG MO KIO,520 ANG MO KIO AVE 5,Improved,1980,740000
ANG MO KIO,551 ANG MO KIO AVE 10,Improved,1981,680000
ANG MO KIO,352 ANG MO KIO ST 32,Model A,2001,770000
ANG MO KIO,317 ANG MO KIO ST 31,Model A,1994,955000
BEDOK,56 NEW UPP CHANGI RD,Improved,1978,310000
BEDOK,139 BEDOK RESERVOIR RD,Simplified,1988,450000
BEDOK,69 BEDOK STH AVE 3,New Generation,1978,379000
BEDOK,125 BEDOK NTH RD,New Generation,1978,365000
BEDOK,628 BEDOK RESERVOIR RD,New Generation,1983,395000
BEDOK,50 CHAI CHEE ST,New Generation,1981,455000
BEDOK,1 BEDOK STH AVE 1,Improved,1976,370000
BEDOK,121 BEDOK RESERVOIR RD,New Generation,1985,580000
BEDOK,27 NEW UPP CHANGI RD,Improved,1982,388000
BEDOK,211 NEW UPP CHANGI RD,New Generation,1980,400000
BEDOK,118 BEDOK RESERVOIR RD,New Generation,1985,420000
BEDOK,105 BEDOK RESERVOIR RD,New Generation,1985,485000
BEDOK,6 BEDOK STH AVE 2,Improved,1976,435000
BEDOK,126 BEDOK RESERVOIR RD,Simplified,1987,370000
BEDOK,524 BEDOK NTH ST 3,New Generation,1979,463000
BEDOK,7 BEDOK STH AVE 2,Improved,1976,368000
BEDOK,40 BEDOK STH RD,New Generation,1978,342000
BEDOK,65 NEW UPP CHANGI RD,New Generation,1978,495000
BEDOK,53 NEW UPP CHANGI RD,Improved,1977,403000
BEDOK,707 BEDOK NTH RD,New Generation,1980,450000
BEDOK,128 BEDOK RESERVOIR RD,Improved,1986,605000
BEDOK,518 BEDOK NTH AVE 2,New Generation,1979,488000
BEDOK,128 BEDOK NTH ST 2,New Generation,1978,340000
BEDOK,720 BEDOK RESERVOIR RD,Model A,1984,494200
BEDOK,95 BEDOK NTH AVE 4,New Generation,1979,455000
BEDOK,604 BEDOK RESERVOIR RD,Improved,1982,615000
BEDOK,131 BEDOK RESERVOIR RD,Simplified,1987,420000
BEDOK,139 BEDOK NTH AVE 3,Standard,1979,631000
BEDOK,120 BEDOK NTH ST 2,Standard,1978,615000
BEDOK,670 JLN DAMAI,Improved,1996,685000
BEDOK,669 JLN DAMAI,Improved,1996,610000
BEDOK,164 BEDOK STH RD,Simplified,1986,459000
BEDOK,67 BEDOK STH AVE 3,Standard,1977,790000
BEDOK,661 JLN DAMAI,Apartment,1996,950000
BEDOK,32 BEDOK STH AVE 2,Standard,1978,668000
BEDOK,167 BEDOK STH AVE 3,Maisonette,1986,880000
BEDOK,114 LENGKONG TIGA,Improved,1989,750000
BEDOK,26 CHAI CHEE RD,Model A,1993,638000
BEDOK,29 CHAI CHEE AVE,Apartment,1996,830000
BEDOK,644 BEDOK RESERVOIR RD,Apartment,1993,850000
BISHAN,166 BISHAN ST 13,Improved,1987,928000
BISHAN,226 BISHAN ST 23,Model A,1992,972000
BISHAN,178 BISHAN ST 13,Improved,1987,890000
BISHAN,136 BISHAN ST 12,Simplified,1987,470000
BISHAN,241 BISHAN ST 22,Improved,1992,900000
BISHAN,252 BISHAN ST 22,Model A,1992,785000
BISHAN,146 BISHAN ST 11,Simplified,1987,468000
BISHAN,168 BISHAN ST 13,Improved,1986,893000
BISHAN,292 BISHAN ST 22,Premium Apartment,1998,785000
BISHAN,219 BISHAN ST 23,Maisonette,1992,908000
BISHAN,135 BISHAN ST 12,Maisonette,1987,1270000
BISHAN,190 BISHAN ST 13,Improved,1987,915000
BUKIT BATOK,269 BT BATOK EAST AVE 4,Simplified,1986,345000
BUKIT BATOK,324 BT BATOK ST 33,Simplified,1988,358000
BUKIT BATOK,523 BT BATOK ST 52,Improved,1987,370000
BUKIT BATOK,144 BT BATOK WEST AVE 6,New Generation,1984,355000
BUKIT BATOK,132 BT BATOK WEST AVE 6,New Generation,1985,425000
BUKIT BATOK,252 BT BATOK EAST AVE 5,New Generation,1985,340000
BUKIT BATOK,304 BT BATOK ST 31,New Generation,1985,378000
BUKIT BATOK,525 BT BATOK ST 52,Simplified,1987,365000
BUKIT BATOK,506 BT BATOK ST 52,Improved,1987,350000
BUKIT BATOK,146 BT BATOK WEST AVE 6,New Generation,1984,350000
BUKIT BATOK,163 BT BATOK ST 11,Model A,1985,358000
BUKIT BATOK,332 BT BATOK ST 32,Simplified,1987,365000
BUKIT BATOK,315 BT BATOK ST 32,Improved,1986,530000
BUKIT BATOK,225 BT BATOK CTRL,New Generation,1985,500000
BUKIT BATOK,414 BT BATOK WEST AVE 4,Model A,1987,368000
BUKIT BATOK,183 BT BATOK WEST AVE 8,New Generation,1984,475000
BUKIT BATOK,254 BT BATOK EAST AVE 4,Improved,1985,560000
BUKIT BATOK,210 BT BATOK ST 21,Model A,1985,548000
BUKIT BATOK,288E BT BATOK ST 25,Model A,1998,525000
BUKIT BATOK,385 BT BATOK WEST AVE 5,Model A,2005,523000
BUKIT BATOK,387 BT BATOK WEST AVE 5,Improved,2004,670888
BUKIT BATOK,326 BT BATOK ST 33,Maisonette,1985,713000
BUKIT BATOK,535 BT BATOK ST 52,Maisonette,1987,935000
BUKIT MERAH,10 TELOK BLANGAH CRES,Improved,1975,308000
BUKIT MERAH,32 JLN BT HO SWEE,Standard,1971,378000
BUKIT MERAH,35 TELOK BLANGAH RISE,Improved,1976,420000
BUKIT MERAH,141 JLN BT MERAH,New Generation,1979,350000
BUKIT MERAH,1 JLN BT MERAH,Improved,1983,320000
BUKIT MERAH,107 BT PURMEI RD,New Generation,1983,378888
BUKIT MERAH,131 JLN BT MERAH,Improved,1976,360000
BUKIT MERAH,4 JLN BT HO SWEE,Standard,1971,357000
BUKIT MERAH,103 HENDERSON CRES,Standard,1970,460000
BUKIT MERAH,103A DEPOT RD,Model A,2002,700000
BUKIT MERAH,108 BT PURMEI RD,Model A,1984,468000
BUKIT MERAH,43 MOH GUAN TER,Standard,1973,585000
BUKIT MERAH,26 TIONG BAHRU RD,Standard,1973,731800
BUKIT MERAH,42 KIM CHENG ST,Standard,1973,640000
BUKIT MERAH,112 BT PURMEI RD,Model A,1985,600000
BUKIT MERAH,24 TIONG BAHRU RD,Standard,1973,680000
BUKIT MERAH,49 HOY FATT RD,Simplified,1986,511000
BUKIT MERAH,140 JLN BT MERAH,Improved,1979,760000
BUKIT MERAH,35 JLN RUMAH TINGGI,Improved,1999,708000
BUKIT MERAH,118B JLN MEMBINA,Model A,2003,820000
BUKIT MERAH,120 KIM TIAN PL,Improved,2001,1010000
BUKIT MERAH,45 LENGKOK BAHRU,Model A-Maisonette,1984,850000
BUKIT MERAH,74A REDHILL RD,Improved,2005,898000
