town,flat,flat_model,lease_commence_date,resale_price
CHOA CHU KANG,686C CHOA CHU KANG CRES,Model A2,2002,439000
CHOA CHU KANG,484D CHOA CHU KANG AVE 5,Improved,1999,550000
CHOA CHU KANG,505 CHOA CHU KANG ST 51,Improved,1994,555000
CHOA CHU KANG,289 CHOA CHU KANG AVE 3,Model A,1993,540000
CHOA CHU KANG,486 CHOA CHU KANG AVE 5,Model A,1999,455000
CHOA CHU KANG,658 CHOA CHU KANG CRES,Premium Apartment,1999,480000
CHOA CHU KANG,296 CHOA CHU KANG AVE 2,Premium Apartment,1999,636800
CHOA CHU KANG,459 CHOA CHU KANG AVE 4,Premium Apartment,2000,590000
CHOA CHU KANG,206 CHOA CHU KANG CTRL,Model A,1989,500000
CHOA CHU KANG,446 CHOA CHU KANG AVE 4,Improved,1997,573000
CHOA CHU KANG,295 CHOA CHU KANG AVE 2,Model A,1990,425000
CHOA CHU KANG,485A CHOA CHU KANG AVE 5,Model A,1999,495000
CHOA CHU KANG,210 CHOA CHU KANG CTRL,Model A,1990,515000
CHOA CHU KANG,668 CHOA CHU KANG CRES,Model A,1999,490000
CHOA CHU KANG,237 CHOA CHU KANG CTRL,Model A,1990,500000
CHOA CHU KANG,618 CHOA CHU KANG NTH 7,Model A,1996,605000
CHOA CHU KANG,463 CHOA CHU KANG AVE 4,Premium Apartment,2000,467000
CHOA CHU KANG,451 CHOA CHU KANG AVE 4,Premium Apartment,2000,590000
CHOA CHU KANG,229 CHOA CHU KANG CTRL,Model A,1989,432000
CHOA CHU KANG,681 CHOA CHU KANG CRES,Premium Apartment,1999,680000
CHOA CHU KANG,682 CHOA CHU KANG CRES,Premium Apartment,1999,555000
CHOA CHU KANG,406 CHOA CHU KANG AVE 3,Model A,1993,427000
CHOA CHU KANG,131 CHOA CHU KANG AVE 1,Improved,1993,558800
CHOA CHU KANG,485D CHOA CHU KANG AVE 5,Model A,1999,467000
CHOA CHU KANG,410 CHOA CHU KANG AVE 3,Model A,1992,498888
CHOA CHU KANG,460 CHOA CHU KANG AVE 4,Premium Apartment,2000,460000
CHOA CHU KANG,402 CHOA CHU KANG AVE 3,Model A,1993,488000
CHOA CHU KANG,293 CHOA CHU KANG AVE 3,Model A,1993,475000
CHOA CHU KANG,661 CHOA CHU KANG CRES,Premium Apartment,1999,475000
CHOA CHU KANG,205 CHOA CHU KANG CTRL,Model A,1989,512000
CHOA CHU KANG,405 CHOA CHU KANG AVE 3,Model A,1993,470000
CHOA CHU KANG,212 CHOA CHU KANG CTRL,Model A,1989,515000
CHOA CHU KANG,455 CHOA CHU KANG AVE 4,Premium Apartment,2000,430000
CHOA CHU KANG,686A CHOA CHU KANG CRES,Improved,2002,520000
CHOA CHU KANG,615 CHOA CHU KANG ST 62,Model A,1996,478000
CHOA CHU KANG,692B CHOA CHU KANG CRES,Improved,2003,550000
CHOA CHU KANG,669 CHOA CHU KANG CRES,Premium Apartment,1999,470000
CHOA CHU KANG,211 CHOA CHU KANG CTRL,Model A,1989,465000
CHOA CHU KANG,441 CHOA CHU KANG AVE 4,Model A,1993,489000
CHOA CHU KANG,430 CHOA CHU KANG AVE 4,Model A,1993,440000
CHOA CHU KANG,766 CHOA CHU KANG NTH 5,Model A,1996,485000
CHOA CHU KANG,227 CHOA CHU KANG CTRL,Model A,1993,480000
CHOA CHU KANG,691A CHOA CHU KANG CRES,Model A,2003,440000
CHOA CHU KANG,692A CHOA CHU KANG CRES,Model A,2003,461000
CHOA CHU KANG,434 CHOA CHU KANG AVE 4,Model A,1993,470000
CHOA CHU KANG,439 CHOA CHU KANG AVE 4,Improved,1993,540000
CHOA CHU KANG,425 CHOA CHU KANG AVE 4,Model A,1992,490000
CHOA CHU KANG,677 CHOA CHU KANG CRES,Premium Apartment,1999,545000
CHOA CHU KANG,137 TECK WHYE LANE,Improved,1989,501000
CHOA CHU KANG,769 CHOA CHU KANG ST 54,Model A,1996,460000
CHOA CHU KANG,283 CHOA CHU KANG AVE 3,Model A,1992,478000
CHOA CHU KANG,474 CHOA CHU KANG AVE 3,Improved,1999,515000
CHOA CHU KANG,683B CHOA CHU KANG CRES,Improved,2002,478000
CHOA CHU KANG,462 CHOA CHU KANG AVE 4,Premium Apartment,2000,568888
CHOA CHU KANG,461 CHOA CHU KANG AVE 4,Premium Apartment,2000,520000
CHOA CHU KANG,484C CHOA CHU KANG AVE 5,Model A,1999,460000
CHOA CHU KANG,569 CHOA CHU KANG ST 52,Improved,1995,575000
CHOA CHU KANG,471 CHOA CHU KANG AVE 3,Improved,1999,585000
CHOA CHU KANG,411 CHOA CHU KANG AVE 3,Model A,1992,440000
CHOA CHU KANG,248 CHOA CHU KANG AVE 2,Improved,1993,630000
CHOA CHU KANG,791 CHOA CHU KANG NTH 6,Model A,1996,500000
CHOA CHU KANG,688C CHOA CHU KANG CRES,Model A,2003,436000
CHOA CHU KANG,352 CHOA CHU KANG CTRL,Model A,1993,718000
CHOA CHU KANG,686D CHOA CHU KANG CRES,Improved,2002,503000
CHOA CHU KANG,690D CHOA CHU KANG CRES,Improved,2003,530000
CHOA CHU KANG,635 CHOA CHU KANG NTH 6,Premium Apartment,1998,580000
CHOA CHU KANG,444 CHOA CHU KANG AVE 4,Improved,1997,603000
CHOA CHU KANG,691B CHOA CHU KANG CRES,Improved,2003,538000
CHOA CHU KANG,454 CHOA CHU KANG AVE 4,Premium Apartment,2000,650000
CHOA CHU KANG,684C CHOA CHU KANG CRES,Improved,2002,480000
CHOA CHU KANG,672 CHOA CHU KANG CRES,Premium Apartment,2000,550000
CHOA CHU KANG,761 CHOA CHU KANG NTH 5,Improved,1995,550000
CHOA CHU KANG,508 CHOA CHU KANG ST 51,Improved,1994,620000
CHOA CHU KANG,353 CHOA CHU KANG CTRL,Model A,1993,538000
CHOA CHU KANG,563 CHOA CHU KANG ST 52,Model A,1995,485000
CHOA CHU KANG,660 CHOA CHU KANG CRES,Premium Apartment,1999,552000
CHOA CHU KANG,631 CHOA CHU KANG NTH 6,Premium Apartment,1998,550000
CHOA CHU KANG,547 CHOA CHU KANG ST 52,Improved,1994,570000
CHOA CHU KANG,636 CHOA CHU KANG NTH 6,Premium Apartment,1998,525000
CHOA CHU KANG,345 CHOA CHU KANG LOOP,Improved,1993,640000
CHOA CHU KANG,619 CHOA CHU KANG NTH 7,Model A,1996,640000
CHOA CHU KANG,307 CHOA CHU KANG AVE 4,Improved,1993,615000
CHOA CHU KANG,458 CHOA CHU KANG AVE 4,Premium Apartment,2000,555000
CHOA CHU KANG,528 CHOA CHU KANG ST 51,Apartment,1995,740000
CHOA CHU KANG,235 CHOA CHU KANG CTRL,Apartment,1990,725000
CHOA CHU KANG,792 CHOA CHU KANG NTH 6,Model A,1996,500000
CHOA CHU KANG,559 CHOA CHU KANG NTH 6,Apartment,1996,790000
CHOA CHU KANG,204 CHOA CHU KANG AVE 1,Maisonette,1989,785000
CLEMENTI,344 CLEMENTI AVE 5,Improved,1979,305000
CLEMENTI,704 WEST COAST RD,New Generation,1980,430000
CLEMENTI,715 CLEMENTI WEST ST 2,New Generation,1981,366000
CLEMENTI,520 WEST COAST RD,New Generation,1986,300000
CLEMENTI,519 WEST COAST RD,New Generation,1980,350000
CLEMENTI,513 WEST COAST RD,New Generation,1980,295000
CLEMENTI,607 CLEMENTI WEST ST 1,New Generation,1979,352000
CLEMENTI,603 CLEMENTI WEST ST 1,New Generation,1979,340000
CLEMENTI,515 WEST COAST RD,New Generation,1980,275000
CLEMENTI,518 WEST COAST RD,New Generation,1980,269000
CLEMENTI,608 CLEMENTI WEST ST 1,New Generation,1979,330000
CLEMENTI,706 CLEMENTI WEST ST 2,New Generation,1980,385000
CLEMENTI,509 WEST COAST DR,New Generation,1978,469000
CLEMENTI,701 WEST COAST RD,New Generation,1980,360000
CLEMENTI,309 CLEMENTI AVE 4,New Generation,1980,370000
CLEMENTI,703 WEST COAST RD,New Generation,1980,497000
CLEMENTI,351 CLEMENTI AVE 2,New Generation,1978,370000
CLEMENTI,306 CLEMENTI AVE 4,New Generation,1979,360000
CLEMENTI,304 CLEMENTI AVE 4,New Generation,1979,460000
CLEMENTI,378 CLEMENTI AVE 5,New Generation,1980,320000
CLEMENTI,339 CLEMENTI AVE 5,New Generation,1979,410000
CLEMENTI,341 CLEMENTI AVE 5,New Generation,1979,388000
CLEMENTI,612 CLEMENTI WEST ST 1,Model A,1983,395000
CLEMENTI,376 CLEMENTI AVE 4,New Generation,1980,400000
CLEMENTI,374 CLEMENTI AVE 4,New Generation,1981,530000
CLEMENTI,365 CLEMENTI AVE 2,New Generation,1978,400000
CLEMENTI,375 CLEMENTI AVE 4,New Generation,1980,420000
CLEMENTI,326 CLEMENTI AVE 5,New Generation,1978,430000
CLEMENTI,331 CLEMENTI AVE 2,New Generation,1978,385000
CLEMENTI,434 CLEMENTI AVE 3,New Generation,1978,470000
CLEMENTI,709 CLEMENTI WEST ST 2,New Generation,1980,455000
CLEMENTI,716 CLEMENTI WEST ST 2,New Generation,1981,515000
CLEMENTI,377 CLEMENTI AVE 5,New Generation,1980,603000
CLEMENTI,435 CLEMENTI AVE 3,New Generation,1978,480000
CLEMENTI,601 CLEMENTI WEST ST 1,New Generation,1979,488000
CLEMENTI,379 CLEMENTI AVE 5,New Generation,1980,425000
CLEMENTI,302 CLEMENTI AVE 4,New Generation,1979,471000
CLEMENTI,381 CLEMENTI AVE 5,New Generation,1981,560000
CLEMENTI,373 CLEMENTI AVE 4,New Generation,1981,470000
CLEMENTI,118 CLEMENTI ST 13,Model A,1984,735000
CLEMENTI,347 CLEMENTI AVE 5,New Generation,1979,538000
CLEMENTI,411 C'WEALTH AVE WEST,New Generation,1978,520000
CLEMENTI,605 CLEMENTI WEST ST 1,Improved,1979,598000
CLEMENTI,113 CLEMENTI ST 13,Model A,1984,580000
CLEMENTI,454 CLEMENTI AVE 3,Model A,2002,738000
CLEMENTI,356 CLEMENTI AVE 2,Standard,1978,718888
CLEMENTI,340 CLEMENTI AVE 5,Improved,1979,668888
CLEMENTI,461 CLEMENTI AVE 3,Model A,2006,755000
CLEMENTI,103 CLEMENTI ST 14,Improved,1984,758000
CLEMENTI,111 CLEMENTI ST 13,Maisonette,1985,980000
GEYLANG,30 BALAM RD,Standard,1973,310000
GEYLANG,46 CIRCUIT RD,Standard,1971,300000
GEYLANG,49 CIRCUIT RD,Standard,1969,310000
GEYLANG,93 PAYA LEBAR WAY,Improved,1972,280000
GEYLANG,91 PAYA LEBAR WAY,Improved,1972,300000
GEYLANG,21 BALAM RD,Standard,1967,310000
GEYLANG,57 CIRCUIT RD,Standard,1969,290000
GEYLANG,19 BALAM RD,Standard,1967,305000
GEYLANG,60 CIRCUIT RD,Standard,1969,375000
GEYLANG,61 CIRCUIT RD,Standard,1969,309000
GEYLANG,23 BALAM RD,Standard,1967,300000
GEYLANG,39 CIRCUIT RD,Standard,1971,310000
GEYLANG,40 CIRCUIT RD,Standard,1971,298000
GEYLANG,59 CIRCUIT RD,Standard,1969,250000
GEYLANG,20 BALAM RD,Standard,1967,300000
GEYLANG,21 EUNOS CRES,Improved,1982,333000
GEYLANG,37 CIRCUIT RD,Standard,1972,310000
GEYLANG,34 CIRCUIT RD,Standard,1967,300000
GEYLANG,18 EUNOS CRES,Improved,1977,312000
GEYLANG,316 UBI AVE 1,Simplified,1985,390000
GEYLANG,41 SIMS DR,Improved,1981,362000
GEYLANG,19 EUNOS CRES,Improved,1977,330000
GEYLANG,20 EUNOS CRES,Improved,1982,336888
GEYLANG,99 ALJUNIED CRES,New Generation,1978,375000
GEYLANG,16 EUNOS CRES,Improved,1977,320000
GEYLANG,25 EUNOS CRES,Improved,1977,325000
GEYLANG,101 ALJUNIED CRES,New Generation,1978,400000
GEYLANG,1 HAIG RD,Improved,1982,345000
GEYLANG,45 SIMS DR,Improved,1977,372000
GEYLANG,97 JLN DUA,Adjoined flat,1969,618000
GEYLANG,102 ALJUNIED CRES,New Generation,1978,405000
GEYLANG,314 UBI AVE 1,Simplified,1985,470000
GEYLANG,323 UBI AVE 1,Simplified,1985,475000
GEYLANG,52 SIMS PL,Improved,1977,365000
GEYLANG,12 PINE CL,New Generation,1981,388000
GEYLANG,338 UBI AVE 1,Simplified,1986,465000
GEYLANG,324 UBI AVE 1,Model A,1985,538888
GEYLANG,54 CASSIA CRES,New Generation,1983,698000
GEYLANG,351 UBI AVE 1,Improved,1988,550000
GEYLANG,339 UBI AVE 1,Model A,1986,555000
GEYLANG,349 UBI AVE 1,Simplified,1986,455000
GEYLANG,125 GEYLANG EAST AVE 1,Model A,1984,686000
GEYLANG,352 UBI AVE 1,Improved,1989,620000
GEYLANG,36 EUNOS CRES,Model A,2006,720000
GEYLANG,341 UBI AVE 1,Simplified,1985,485000
GEYLANG,336 UBI AVE 1,Simplified,1986,448000
GEYLANG,10 EUNOS CRES,New Generation,1978,560000
GEYLANG,8 HAIG RD,New Generation,1976,535000
GEYLANG,27 BALAM RD,Improved,1997,840000
GEYLANG,124 PAYA LEBAR WAY,Improved,1980,655000
GEYLANG,14 EUNOS CRES,Standard,1977,635000
GEYLANG,33 BALAM RD,Model A,1996,705000
GEYLANG,49 JLN TIGA,Model A,2005,838888
GEYLANG,47 JLN TIGA,Model A,2005,865000
GEYLANG,3 PINE CL,Model A,2000,775000
GEYLANG,335 UBI AVE 1,Maisonette,1985,688000
GEYLANG,326 UBI AVE 1,Maisonette,1986,870000
GEYLANG,132 GEYLANG EAST AVE 1,Maisonette,1987,1028000
GEYLANG,35 EUNOS CRES,Model A,2006,782000
HOUGANG,681 HOUGANG AVE 8,Simplified,1989,350000
HOUGANG,684 HOUGANG AVE 8,Simplified,1989,325000
HOUGANG,678 HOUGANG AVE 8,Simplified,1988,370000
HOUGANG,244 HOUGANG ST 22,New Generation,1984,465000
HOUGANG,114 HOUGANG AVE 1,New Generation,1982,419888
HOUGANG,617 HOUGANG AVE 8,Simplified,1986,380000
HOUGANG,632 HOUGANG AVE 8,Simplified,1986,458000
HOUGANG,317 HOUGANG AVE 7,New Generation,1983,375000
HOUGANG,311 HOUGANG AVE 5,New Generation,1983,348000
HOUGANG,322 HOUGANG AVE 5,New Generation,1983,391000
HOUGANG,21 HOUGANG AVE 3,New Generation,1978,435228
HOUGANG,123 HOUGANG AVE 1,New Generation,1981,400000
HOUGANG,695 HOUGANG ST 61,Model A,1987,520000
HOUGANG,661 HOUGANG AVE 4,Model A,1987,400000
HOUGANG,241 HOUGANG ST 22,Model A,1985,560000
HOUGANG,623 HOUGANG AVE 8,Improved,1985,365000
HOUGANG,415 HOUGANG AVE 10,New Generation,1985,480000
HOUGANG,658 HOUGANG AVE 8,Model A,1987,500000
HOUGANG,689 HOUGANG ST 61,Model A,1987,320000
HOUGANG,662 HOUGANG AVE 4,Model A,1987,388000
HOUGANG,667 HOUGANG AVE 4,Model A,1987,527000
HOUGANG,619 HOUGANG AVE 8,Improved,1985,370000
HOUGANG,242 HOUGANG ST 22,New Generation,1984,460000
HOUGANG,22 HOUGANG AVE 3,New Generation,1978,378000
HOUGANG,690 HOUGANG ST 61,Simplified,1987,436000
HOUGANG,253 HOUGANG AVE 3,New Generation,1984,475000
HOUGANG,697 HOUGANG ST 61,Simplified,1987,435000
HOUGANG,15 HOUGANG AVE 3,Improved,1975,393000
HOUGANG,701 HOUGANG AVE 2,New Generation,1985,480000
HOUGANG,630 HOUGANG AVE 8,Improved,1986,585000
HOUGANG,113 HOUGANG AVE 1,New Generation,1982,355000
HOUGANG,529 HOUGANG AVE 6,Model A,1987,555000
HOUGANG,682 HOUGANG AVE 4,Simplified,1989,395000
HOUGANG,910 HOUGANG ST 91,Model A2,1997,508000
HOUGANG,968 HOUGANG AVE 9,Model A2,1999,480000
HOUGANG,337 HOUGANG AVE 7,New Generation,1985,441000
HOUGANG,133 LOR AH SOO,Model A,1985,483000
HOUGANG,635 HOUGANG AVE 8,Simplified,1987,438000
HOUGANG,602 HOUGANG AVE 4,Simplified,1985,460000
HOUGANG,688 HOUGANG ST 61,Model A,1987,409000
HOUGANG,708 HOUGANG AVE 2,New Generation,1985,480000
HOUGANG,532 HOUGANG AVE 6,Simplified,1987,450000
HOUGANG,930 HOUGANG ST 91,Improved,1998,620000
HOUGANG,984A BUANGKOK LINK,Model A2,2004,480000
HOUGANG,139 LOR AH SOO,Model A,1984,510000
HOUGANG,926 HOUGANG ST 91,Model A,1998,464000
HOUGANG,911 HOUGANG ST 91,Model A2,1998,482000
HOUGANG,985A BUANGKOK CRES,Model A2,2004,463800
HOUGANG,575 HOUGANG ST 51,Model A,1997,501000
HOUGANG,965 HOUGANG AVE 9,Model A,1999,513000
HOUGANG,970 HOUGANG ST 91,Model A,1999,512000
HOUGANG,130 LOR AH SOO,Model A,1984,490000
HOUGANG,171 HOUGANG AVE 1,Improved,1998,612500
HOUGANG,170 HOUGANG AVE 1,Improved,1998,623000
HOUGANG,613 HOUGANG AVE 8,Model A,1986,508000
HOUGANG,980D BUANGKOK CRES,Model A,2003,510000
HOUGANG,571 HOUGANG ST 51,Model A,1997,538000
HOUGANG,914 HOUGANG ST 91,Improved,1998,638888
HOUGANG,402 HOUGANG AVE 10,New Generation,1985,485000
HOUGANG,166 HOUGANG AVE 1,Model A,1997,460000
HOUGANG,334 HOUGANG AVE 5,Model A,1983,490000
HOUGANG,140 LOR AH SOO,Model A,1984,625000
HOUGANG,984C BUANGKOK LINK,Improved,2004,575000
HOUGANG,439 HOUGANG AVE 8,Model A,1990,530000
HOUGANG,444 HOUGANG AVE 8,Model A,1991,516800
HOUGANG,451 HOUGANG AVE 10,Model A,1990,500000
HOUGANG,423 HOUGANG AVE 6,Model A,1989,550000
HOUGANG,372 HOUGANG ST 31,Improved,1999,712000
HOUGANG,236 HOUGANG AVE 1,Model A,1984,520000
HOUGANG,915 HOUGANG ST 91,Improved,1998,585888
HOUGANG,370 HOUGANG ST 31,Model A,1999,511000
HOUGANG,540 HOUGANG AVE 8,Improved,1989,582000
HOUGANG,463 HOUGANG AVE 10,Improved,1992,700000
HOUGANG,553 HOUGANG ST 51,Improved,1989,598000
HOUGANG,984B BUANGKOK LINK,Improved,2004,565000
HOUGANG,985B BUANGKOK CRES,Improved,2004,551888
HOUGANG,641 HOUGANG AVE 8,Improved,1987,610000
HOUGANG,306 HOUGANG AVE 5,Model A,1983,650000
HOUGANG,979C BUANGKOK CRES,Improved,2003,535000
HOUGANG,916 HOUGANG AVE 9,Model A,1998,560000
HOUGANG,950 HOUGANG ST 91,Improved,1999,628000
HOUGANG,698B HOUGANG ST 61,Improved,1999,642888
HOUGANG,653 HOUGANG AVE 8,Improved,1987,633000
HOUGANG,466 HOUGANG AVE 8,Improved,1992,800000
HOUGANG,357 HOUGANG AVE 7,Maisonette,1985,885000
HOUGANG,628 HOUGANG AVE 8,Apartment,1986,646000
HOUGANG,578 HOUGANG AVE 4,Maisonette,1997,775000
HOUGANG,698D HOUGANG ST 52,Apartment,1999,700000
HOUGANG,446 HOUGANG AVE 8,Maisonette,1991,890000
HOUGANG,16 HOUGANG AVE 3,Standard,1975,665000
HOUGANG,449 HOUGANG AVE 10,Maisonette,1991,950000
HOUGANG,558 HOUGANG ST 51,Maisonette,1992,760000
HOUGANG,705 HOUGANG AVE 2,Maisonette,1986,870000
HOUGANG,144 LOR AH SOO,Maisonette,1984,868000
HOUGANG,579 HOUGANG AVE 4,Apartment,1997,790000
HOUGANG,538 HOUGANG ST 52,Maisonette,1992,850000
HOUGANG,563 HOUGANG ST 51,Apartment,1992,918000
HOUGANG,428 HOUGANG AVE 6,Maisonette,1990,825000
HOUGANG,237 HOUGANG ST 21,Maisonette,1984,999000
HOUGANG,358 HOUGANG AVE 5,Apartment,1992,866000
HOUGANG,430 HOUGANG AVE 6,Maisonette,1989,920000
JURONG EAST,243 JURONG EAST ST 24,New Generation,1983,365000
JURONG EAST,302 JURONG EAST ST 32,New Generation,1983,375000
JURONG EAST,264 JURONG EAST ST 24,New Generation,1983,390000
JURONG EAST,257 JURONG EAST ST 24,New Generation,1983,430000
JURONG EAST,330 JURONG EAST AVE 1,Model A,1983,325000
JURONG EAST,53 TEBAN GDNS RD,Improved,1986,520000
JURONG EAST,235 JURONG EAST ST 21,New Generation,1982,280000
JURONG EAST,244 JURONG EAST ST 24,New Generation,1983,390000
JURONG EAST,304 JURONG EAST ST 32,New Generation,1983,350000
JURONG EAST,261 JURONG EAST ST 24,New Generation,1983,405000
JURONG EAST,101 JURONG EAST ST 13,New Generation,1983,340000
JURONG EAST,241 JURONG EAST ST 24,New Generation,1983,390000
JURONG EAST,229 JURONG EAST ST 21,New Generation,1981,353000
JURONG EAST,110 JURONG EAST ST 13,New Generation,1982,365000
JURONG EAST,206 JURONG EAST ST 21,New Generation,1982,361000
JURONG EAST,47 TEBAN GDNS RD,New Generation,1985,310000
JURONG EAST,414 PANDAN GDNS,New Generation,1978,410000
JURONG EAST,250 JURONG EAST ST 24,New Generation,1986,380000
JURONG EAST,402 PANDAN GDNS,New Generation,1978,428000
JURONG EAST,31 TEBAN GDNS RD,New Generation,1981,418000
JURONG EAST,245 JURONG EAST ST 24,New Generation,1982,358000
JURONG EAST,208 JURONG EAST ST 21,New Generation,1982,500000
JURONG EAST,260 JURONG EAST ST 24,New Generation,1983,438000
JURONG EAST,232 JURONG EAST ST 21,New Generation,1982,448000
JURONG EAST,403 PANDAN GDNS,Standard,1979,450000
JURONG EAST,413 PANDAN GDNS,Standard,1979,510000
